category,review_full_content_0,review_full_content_1,pos_review_title,pos_review_content,itemnumber,neg_review_content,maker,neg_review_title
"Dog,Food,Wet Food","I've been feeding Evo chicken and turkey canned for a few years. Just received two cases from Chewy (who are a great company to buy from!) and knew right away it was different from previous order; the can lid and then the consistency and colour are different. Checked the ingredients to an older can and, yep, they replaced chicken liver with beef liver. Much cheaper ingredient. Ack. We'll see how the 'kids like it and their tummies....",,Great Food But Discontinued,My dogs love this food.  I was in contact with EVO and was informed that they have/are discontinued there canned dog foods.  They will continue with the dry.  Of course it is in stores and will be sold until depleted.  I am surching for a differebt brand.  This was a 5 star on Dog Food Advisor.,93926,I've been feeding Evo chicken and turkey canned for a few years. Just received two cases from Chewy (who are a great company to buy from!) and knew right away it was different from previous order; the can lid and then the consistency and colour are different. Checked the ingredients to an older can and,By EVO,Change in ingredient!
"Dog,Food,Wet Food",As a service dog Zeus spends a lot of time on the road with me. Cans are not convienent for a day trip. Plus this size is perfect when testing out if he is going to eat a flavor or not without dealing with a big case of cans. Overall Blue Buffalo Basics Limited ingredients is a great food for a small dog with a finicky tummy!,,Perfect size for a day on the road,As a service dog Zeus spends a lot of time on the road with me. Cans are not convienent for a day trip. Plus this size is perfect when testing out if he is going to eat a flavor or not without dealing with a big case of cans. Overall Blue Buffalo Basics Limited ingredients is a great food for a small,88197,My little dog would not eat it. It was the consistency of pudding. My dog likes wet food but with some small chunks of food. Not a fan of mushy food.,By Blue Buffalo,New item for my dog
"Dog,Food,Wet Food",,,Another 5 stars for Merrick!,As usual my boys both clean their bowls enthusiastically! They LOVE this Venison beef formula. I like that the meat chunks are big so I can break them up and get a couple of meals out of one can. There are also fresh veggies that are visible and lots of gravy so it's a great kibble mixer!,94141,There are chunks of meaty stuff covered in gooey gravy. I'd rather my dogs have solid meat than gravy filler.,By Merrick,One time purchase
"Dog,Food,Wet Food","I first tried this food on a whim.  My toy poodle is very picky when it comes to eating and normally she will not go anywhere near wet dog food.  But lo and behold, she absolutely loves this food.  I don't know what it is about this food but it is as though this food was made exclusively for her breed.  I am so happy that I found this.  Try it, you won't regret it.",This is my second and I was pleased with everything except the Royal Canin Poodle which I ordered to try with my older dog that has been picky.  this didn't work and since i have STANDARD POODLES it is hard to know what effect this food will accomplish with this size dog.  I look forward to the new order when I can get my act together to change it a bit.  Thanks for your understanding.  The old dog sure is giving me some consternation. Talk to you soon.  Joan Caserta,Fantastic Food - Its Amazing,"I first tried this food on a whim.  My toy poodle is very picky when it comes to eating and normally she will not go anywhere near wet dog food.  But lo and behold, she absolutely loves this food.  I don't know what it is about this food but it is as though this food was made exclusively for her breed",99667,This is my second and I was pleased with everything except the Royal Canin Poodle which I ordered to try with my older dog that has been picky.  this didn't work and since i have STANDARD POODLES it is hard to know what effect this food will accomplish with this size dog.  I look forward to the new order,By Royal Canin,New customer
"Dog,Food,Wet Food",,,Mixing things up,"I normally feed her Newman's own Chicken with Brown rice, but mix it up with other Newman's Own flavors.  My dog really loves the Beef and Liver.  The consistency is a bit more loose than the others.  It mixes well with the dry food.",48332,"The dogs will eat this, but they don't like it.  They do like one of the others of Newman's Own.",By Newman's Own Organics,My dogs don't like the beef and liver of Newman's Own.
"Dog,Food,Wet Food",,,She likes it,"Sophie is on dry food and often does not eat much because she does not feel well.  I have found that if I mix about 1/6 can of the Pedigree in with her dry food, she tends to eat better.",114354,SAD BUT RIGHT NOW DOGGIES CAN NOT EAT IT-THEY CAN ONLY EAT DRY FOOD FROM THE VET WOULD RATHER FEED MY DOGS CHICKEN AND TURKEY,By Pedigree,DOGGIES LIKE IT
"Dog,Food,Wet Food","I add a little warm water to it to get some gravy since it doesn't have any. We also mix it with some dry kibble. They ate it right up. My one dog has bad allergies, both seasonal and chicken, turkey, beef, fish, sweet potatoes and the list goes on so I thought this would be good for her. Still new to it so not sure it will help with allergies... fingers and paws crossed!",,Both dogs enjoy this,"I add a little warm water to it to get some gravy since it doesn't have any. We also mix it with some dry kibble. They ate it right up. My one dog has bad allergies, both seasonal and chicken, turkey, beef, fish, sweet potatoes and the list goes on so I thought this would be good for her. Still new to",63840,"really bad stuff, just a mush in the can.  my dogs wouldn't touch it and they eat just about everything..",By Halo,dogs said no!
"Dog,Food,Wet Food","I have a beagle that will eat ANYTHING and a chi mix that is maddeningly picky. She sniffs the bowls and walks away while the beagle is eating like I never feed her. I mix a small amount with kibble with the beagle, and the Chi mix can't wait til I put her food down now. It's on the expensive side, but worth the money when used as a mixer, It's as if I cooked for them myself and they both love it. Recommend for ANY picky eater.",The reason for the 3 stars is because of the price. It is expensive but you do get real chicken. Also for the 3 stars is because of the fat/liquid that is on the top of the chicken. Not sure what it is and does have a strange odor but my dogs both love the food. I use it as a topper and my Australian Husky devours his food and my Cocker Mix who is very pickey actually will eat her food.,So glad I tried this!,"I have a beagle that will eat ANYTHING and a chi mix that is maddeningly picky. She sniffs the bowls and walks away while the beagle is eating like I never feed her. I mix a small amount with kibble with the beagle, and the Chi mix can't wait til I put her food down now. It's on the expensive side, but",47333,The reason for the 3 stars is because of the price. It is expensive but you do get real chicken. Also for the 3 stars is because of the fat/liquid that is on the top of the chicken. Not sure what it is and does have a strange odor but my dogs both love the food. I use it as a topper and my Australian,By Evanger's,Real chicken
"Dog,Food,Wet Food",,,nice breakfast for my min. poodle,"My dog's favorite brand , in a breakfast flavor.  nice amount in container-1 per meal works great.",47094,"I thought my dog would flip over such flavors as described. However, she doesn't seem impressed and doesn't always finish it.",By Cesar,My dog is not impressed.
"Dog,Food,Wet Food",,,Quality food & quality service,"I've been an auto customer for two years and love it. Fast, dependable service and always a great selection of food and supplies. My fur kids are happy!",49213,"We have given our dogs Wellness before, but this Lamb & Sweet Potato is different.  The food had a fishy smell and I had to coax the dogs to eat it.  My dogs like the brand, but not this particular flavor.",By Wellness,Fishy smell
"Dog,Food,Wet Food",I trusted the labeling on the case of Nutro LAMB & VEGETABLES to be what it said without reading the exact list of ingredients.  When the case arrived it mainly consisted of rice and oatmeal.  I never wanted any grains for my dogs since wild canines don't eat grains.  More irritating it has the texture of gelatin.  Very sticky and giggles like jello.  So sloppy.  What a mess. I will no longer purchase Nutro.,,Sunny likes this much better!,"Have fed Sunny Nutro Lamb and Rice premium loaf canned food for years.  When I saw the lamb and vegetables premium loaf, thought we would try it.  He absolutely loves it and it doesn't have the stinky smell that the lamb and rice has.  Happy dog!",86741,I trusted the labeling on the case of Nutro LAMB & VEGETABLES to be what it said without reading the exact list of ingredients.  When the case arrived it mainly consisted of rice and oatmeal.  I never wanted any grains for my dogs since wild canines don't eat grains.  More irritating it has the texture,By Nutro,Don't be fooled.
"Dog,Food,Wet Food",,,YUMMY FOR THEIR TUMMY,My dogs absolutely love this entree.  They eat it so fast so they must really like the taste.,67450,"There is too much gravy, meat is little flat squares, there is not much to it. My dog's stools are very loose since she's had this food. I rarely use Purina but decided to try a couple of the new ones. Bad decision. I'll stay with the better brands.",By Purina Pro Plan,"Too much gravy, not much substance."
"Dog,Food,Wet Food","My dog has a long list of allergies and has been on hypo-allergenic food for years. Recently, his food was discontinued and my vet recommended that I try this brand. I bought the wet food because he can only have white fish and sweet potatoes and it is a hit! He loves the food! I combine it with a dry food to make it last longer as the portions are very small.",,Great food,"My dog has a long list of allergies and has been on hypo-allergenic food for years. Recently, his food was discontinued and my vet recommended that I try this brand. I bought the wet food because he can only have white fish and sweet potatoes and it is a hit! He loves the food! I combine it with a dry",95639,Thought my dogs would jump at this wet dog food. They both like fish so thought it was a no brainer. Neither dog will touch the food- in fact they go in the opposite direction -- so now I have food they won't eat - think maybe I will have to throw it all away - not happy at all,By Natural Balance,Dogs won't touch the food
"Dog,Food,Wet Food","I have 2 German Shepherds.  One of them has had a very sensitive stomach, and Eukanuba dog food causes her less intestinal distress than other dog foods.  I get my dog food from Chewy because of their service.  Local large pet store chains are often out of inventory, they are more expensive, and I have to do all of that heavy lifting to take the dog food off the shelf, put it into a cart, wait in line, push it out to the car, then carry it from my car into the house.  With Chewy, I place the order from my phone, and it is quickly delivered right to my door!  I love Chewy!",,Good product-Fantastic service,"I have 2 German Shepherds.  One of them has had a very sensitive stomach, and Eukanuba dog food causes her less intestinal distress than other dog foods.  I get my dog food from Chewy because of their service.  Local large pet store chains are often out of inventory, they are more expensive, and I have",121984,Well One dog loves it the other could care less The one that loves it of course would eat dirt if you let her. The boy is a bit picky trying another brand will see how that works with the Boy.,By Eukanuba,50/50
"Dog,Food,Wet Food","My little pom dog was recently diagnosed with early CHF, which can be controlled for now on a ""Senior Diet"".  He loved moist/wet entrees at mealtimes, and when I started him on Purina Pro Plan, he just gulped it up!  I can tell this is one of his favorites, now!  He is so happy at mealtimes, and is acting younger and is more vibrant since eating this food, a great suggestion by Miya, of Chewy when I called for ideas!  You won't go wrong for your dog!",,"Pro Plan Bright Mind, Beef and Brown Rice was ""Devoured by my dog""!!","My little pom dog was recently diagnosed with early CHF, which can be controlled for now on a ""Senior Diet"".  He loved moist/wet entrees at mealtimes, and when I started him on Purina Pro Plan, he just gulped it up!  I can tell this is one of his favorites, now!  He is so happy at mealtimes, and is acting",93815,Horrible food my dogs didn't want to eat at all that food,By Purina Pro Plan,Horrible food
"Dog,Food,Wet Food","I have two dogs that must eat low-protein, low-phosphorous diets to keep urinalysis numbers in check.  We feed a base of real oats, fruits & vegetables with a rotating protein in controlled amounts (all 'real' food that we actually cook).  But on days where the supply runs out and I don't have the time to cook immediately, I needed a fill-in solution for the protein, and this works great.  They both love it and lick their bowls clean!  I was hesitant when I bought the first case, thinking that they were so used to real beef, salmon and chicken that they'd turn their noses up at a canned dog food, but no... they act as if they don't even notice a difference.  Dave's is great to have in the pantry on those temporary days when I need it!",,Both Dogs Love It,"I have two dogs that must eat low-protein, low-phosphorous diets to keep urinalysis numbers in check.  We feed a base of real oats, fruits & vegetables with a rotating protein in controlled amounts (all 'real' food that we actually cook).  But on days where the supply runs out and I don't have the time",73714,"Unfortunately my kidney disease pup did not want to eat this food. It may be a great food for other dogs, however it is not the food for her.",By Dave's Pet Food,Dog does not like this food
"Dog,Food,Wet Food",,,Good for medication,Our dog loves this flavor. We also have to give our dog medication twice daily. The size of the chunks of turkey makes it easy to hid the pills. Much easier than peanut butter or pockets.,65664,"Not sure yet if I like this product,  so far every single can has been filled with more of the sauce than anything... I should have read more carefully before purchasing ...",By Castor & Pollux,Not sure yet...
"Dog,Food,Wet Food",I liked that there were not many ingredients in this dog food but my dogs really don't like it. They are eating it because they are hungry however my dogs have been pretty spoiled with homemade dog food for quite some time. They are not doing well with the transition into dog food. I will try it for a while longer to see if it grows on them.,,The best for my highly food allergic cockapoo,"Evangers is exactly what the can says.
This and Evangers dry kibble (chicken with sweet potato) keeps Oreo healthy and NO MORE bad digestive issues",59998,I liked that there were not many ingredients in this dog food but my dogs really don't like it. They are eating it because they are hungry however my dogs have been pretty spoiled with homemade dog food for quite some time. They are not doing well with the transition into dog food. I will try it for ,By Evanger's,Small list of ingredients
"Dog,Food,Wet Food",,,Leila loves it!,"Finally, a winner!  My chihuahua-terrier mix is extremely picky. I mix this wet food with her kibble and she practically inhales it.",50795,Sadly my three small dogs ate the first can and have not touched it since..Very healthy good quality food from an excellent caring company of long standing. Wish that they offered a variety pack of canned food as I would love for them to eat this brand.,By Evanger's,Rejected by my dogs
"Dog,Food,Wet Food","My little dog loves this food!  The brauts are approx 1/2 inch balls in a light gravy with other veggies. My senior Rattie has teeth issues, so the chunks are too big for her to manage on her own, but I mash it up and she chows down. I tried a few cans out from the the local pet store to make sure she liked it before ordering a Chewy case.  After she returned from the hospital, she would no longer touch her old food. This was a good find!","My 12yo Australian shepherd/pit mix is the Mikey of our family. He eats everything. He loved the steak tips flavor so much that I added this to our autoship order, figuring that he might like a little variety. Nope. He refuses to touch it and is currently on a hunger strike until I dump this out of his bowl. I'm not sure why he is so averse to it; it has the meatballs and gravy he loves in the steak-only variety. I'm taking these cans to the shelter and sticking with steak.",A Winner for the Little Dog,"My little dog loves this food!  The brauts are approx 1/2 inch balls in a light gravy with other veggies. My senior Rattie has teeth issues, so the chunks are too big for her to manage on her own, but I mash it up and she chows down. I tried a few cans out from the the local pet store to make sure she",47860,"My 12yo Australian shepherd/pit mix is the Mikey of our family. He eats everything. He loved the steak tips flavor so much that I added this to our autoship order, figuring that he might like a little variety. Nope. He refuses to touch it and is currently on a hunger strike until I dump this out of his",By Merrick,Dog who eats everything wouldn't touch this
"Dog,Food,Wet Food","I LOVE THIS FOOD!!!!, real chunks of carrots, peas and potatos, He eats it right up, we mix this .25 to .75 with the chicken soup dry food and his coat is shiny he looks healthy and the vet said he is doing good, since he is a boston he still has gas (it will never go away) but this has definitely helped his bm's look and smell more normal and not quite so room clearing. All in all not enough good things to say",,great great great,"I LOVE THIS FOOD!!!!, real chunks of carrots, peas and potatos, He eats it right up, we mix this .25 to .75 with the chicken soup dry food and his coat is shiny he looks healthy and the vet said he is doing good, since he is a boston he still has gas (it will never go away) but this has definitely helped",91999,"My dogs like it fine, but all the cans are dented.",By Chicken Soup,"Pups like it, but cans are all bent"
"Dog,Food,Wet Food","The older my dog gets, the more her anxiety takes a toll on her stomach. As a result, I've transitioned her to a limited ingredient option. I supplement the Wellness options with some cooked quinoa (a high-quality grain) and organic turkey and chicken breast. As a result, her digestive issues have gone away. I am thankful to Wellness for providing these limited ingredient options, as they have helped to make things easier and better for both of us.",,Great Limited Ingredient Option for Sensitive Tummies,"The older my dog gets, the more her anxiety takes a toll on her stomach. As a result, I've transitioned her to a limited ingredient option. I supplement the Wellness options with some cooked quinoa (a high-quality grain) and organic turkey and chicken breast. As a result, her digestive issues have gone",51714,"It smelled good, looked good, but my Bulldog/Pit mix wanted nothing to do with it. Her Vet said due to her allergies I should try a different source of protein for her. I'm sure it would be good for others just not my finicky critter . . . .",By Wellness,Picky critter . . .
"Dog,Food,Wet Food",,,Cesar gourmet filets,My Dog looks forward to her meals! Thank you for ptompt service and great prices.,47080,My dog is used to eating Cesar Classics Pate. I ordered these for a change. She refuses to eat them.. The meat is cut in thin strips I tried breaking up the strips but found them very tough Won't order again,By Cesar,My dog My refuses to eat them
"Dog,Food,Wet Food","Maggie loves this stuff!  It is great as a topping for her hard food.  Some reviewers seem disappointed by the contents of the can, which I could see, but I was looking for a stew/gravy topping for Maggie's hard food and this is great for us!  The bones are an added treat.  At first I was concerned but realize now that they are totally safe for her to consume and she eats them up.  Maggie is 1 yr old Pointer mix and weighs 54 lbs.",,We love it,"Maggie loves this stuff!  It is great as a topping for her hard food.  Some reviewers seem disappointed by the contents of the can, which I could see, but I was looking for a stew/gravy topping for Maggie's hard food and this is great for us!  The bones are an added treat.  At first I was concerned but",65662,"My dog would not touch this food. I thought it would be like the Merrick Wing-a-Ling, however the bones were huge and they were not soft. I am comfortable feeding Merrick's cooked bones, but these were just too big and not softened appropriately. The gravy did not smell good either.",By Castor & Pollux,My dog would not touch this food!
"Dog,Food,Wet Food","every time I have a new foster come in I feed wellness simple and have never had any kind of digestive upsets with the dogs. After they have been here for a week or so I switch to Wellness simple kibble because it is less expensive to feed long term. Every dog I have fostered, young or old, has done really well on these foods.",,fabulous product,"every time I have a new foster come in I feed wellness simple and have never had any kind of digestive upsets with the dogs. After they have been here for a week or so I switch to Wellness simple kibble because it is less expensive to feed long term. Every dog I have fostered, young or old, has done ",51715,After eating this food our dachshund had terrible diarrhea. I will not try it again.,By Wellness,CAUSED DIARRHEA
"Dog,Food,Wet Food","I mix half a container with half a cup dry food for my puppy (golden retriever) and she absolutely loves it! It doesn't look like your typical ""compressed cat food"", it has healthy looking chunks of meat and there are peas with a little bit of juices. Made in USA and ingredients are phenomenal. No brainer purchase! I love it when she enjoys her food..plus, there are good oils like salmon oil that will help her coat! Highly recommend! 1 box comes with 12 separate containers. I use half of a container per meal but my pup is only 18lbs...so might be more like 1 per meal for bigger pups. Either way, she loves it and I feel better about her diet! #youarewhatyoueat",,Good quality! Good results!,"I mix half a container with half a cup dry food for my puppy (golden retriever) and she absolutely loves it! It doesn't look like your typical ""compressed cat food"", it has healthy looking chunks of meat and there are peas with a little bit of juices. Made in USA and ingredients are phenomenal. No brainer",102376,"My malt/shi didn't really care for this puppy food. It didn't really have a pleasant smell. However, I have used other merrick wet food and it was fine. Could be just this type.",By Merrick,Didnt like it
"Dog,Food,Wet Food",I cut this into bite size pieces and use them as training treats.  I have used them for my last two puppies and I am currently using them for my new puppy.   They have all absolutely loved them.   It is easier to get their attention when I have these treats. Since it is actually dog food it is better for them than treats!,,My dog loves this,I cut this into bite size pieces and use them as training treats.  I have used them for my last two puppies and I am currently using them for my new puppy.   They have all absolutely loved them.   It is easier to get their attention when I have these treats. Since it is actually dog food it is better,86353,Disappointing because the regular Red Barn beef roll held its shape to slice and cut into small cubes for training purposes while this grain-free version just crumbles and is impossible to cut to cubes.  Loved the regular one but will not order this one again.  Doggy loves it nonetheless!,By Redbarn,Grain-free is way too crumbly
"Dog,Food,Wet Food",,,Yummy and Goodness,"My two dogs love the Petites. They both weigh under 25 pounds. I just wish they were a bit bigger. I love the food has vegs (carrots, red peppers give is a sweet smell/taste), but not too much. This really appeals flavor wise to my dogs.",76677,"My chihuahua ate this at first but she seems to prefer the ""casserole type which is smoother. Otherwise I would have given it a higher rating.",By Wellness,Product looks great but not my dogs favorite
"Dog,Food,Wet Food",,,Weruva Wok Dog Food,All 5 of my dogs love Weruva Dog Food.  We have tried every flavor and I have not been disappointed.  It looks good enough to eat.  I have tried many different kinds of dog food and this one beats them all.  The quality of the ingredients are what I love the best.,55592,Love the dog food. My order has two slightly damaged cans. It is difficult to get canned dog food shipped to your home without some damage,By Weruva,Great quality dog food. Two dented cans
"Dog,Food,Wet Food",,,Carrageenan Free,"This is one of the only CARRAGEENAN free products on the market. Banned in human grade food, it has nearly been banned in pet food multiple times. My pup licks her bowl clean now- she used to eat half of her food and leave the rest to snack on hours later.",54303,"BAD PRODUCT. TRIED THE CANNED BEEF, AND SHE BECAME SICK. WAITED A WEEK, THEN TRIED THE CANNED CHICKEN. MADE HER SICK. SHE DOES WELL ON THE DRY LOGIC
JOAN SWEATT",By Nature's Logic,MADE MY DOG SICK
"Dog,Food,Wet Food","My dog likes this food, but the cost is ridicules. And, you can't even get a break buying it by the case, you can only buy a 4-pack. I don't care how good this food is, I will find a comparable food at a more reasonable price. I am only giving it 2 Stars because of the unbelievable price and I don't recommend it because it is too expensive.",,This food is the best!,"I have a picky eater, but he LOVES this.  The Chihuahua was out of stock so I got Dachshund.  He loved that as well.
My Chewy deliveries get here so quickly.  So much easier than going store to store collecting food, treats, toys...",99665,"My dog likes this food, but the cost is ridicules. And, you can't even get a break buying it by the case, you can only buy a 4-pack. I don't care how good this food is, I will find a comparable food at a more reasonable price. I am only giving it 2 Stars because of the unbelievable price and I don't ",By Royal Canin,EXPENSIVE
"Dog,Food,Wet Food",,,our dog loves it,mix it in with buffalo dry food 2x/day for our large doggie,86748,"My puppies didn't like this food too well. The trays smelled more like oatmeal than chicken. It seemed like a nice meal for any dog, but not mine.",By Nutro,Product smelled too much like oatmeal
"Dog,Food,Wet Food",,,Good but thick,"Many canned pet foods are dense and sticky like this food. Because I like to use canned food as an appetizer/treat on top of the kibble and to add supplements to, I would prefer something wetter and easier to mix, even out of the fridge. But the pup inhales it.",90386,"My puppy doesn't like it, at all. Plus has problems with gases after he eats it. I really do not recommend it",By Royal Canin,My puppy doesn't like it
"Dog,Food,Wet Food",,,Good Stuff,"I bought this for my mini dachshunds based on a review on Dog Food Advisor with 5 star rating.  I am sure this excellent dog food. I am trying different wet food.
This is one.  It may be to much for my dachshunds.  Time will tell.  For sure a bigger dog would have to like it.",66529,"May be a great grain free food, but why will my non picky eaters not eat it. They will go hungry rather than eat it. Will continue to feed Pedigree.",By Dave's Pet Food,Dogs won't eat it.
"Dog,Food,Wet Food",,,Meat based food,Meat based canned foods are rarer than I knew.  Great food with a good percentage of actual meat,52022,Disappointed in Wellness. I read on their site the 12.5 oz cans have BPA after I purchased. Do NOT buy!!!,By Wellness,NOT BPA-free
"Dog,Food,Wet Food",,,"GREAT ""STEAK"" DINNER!",Excellent cuts and appearance/ smell. We use this as a tasty topper her and there just to mix up the proteins. One of the few Wellness Core canned foods that does not contain chicken or poultry (read all labels on other varieties very carefully). Excellent! Highly recommend!,95665,"Like having the food delivered, but if I get anymore dented in cans of food Ill go back to getting the food at the local store...",By Wellness,like the delivery
"Dog,Food,Wet Food","My 18 month Golden Retriever and Labradoodle both love this food we mix it with the kibble. The doodle had quit eating a food for allergy sensitivity as well as stomach sensitivity, I only have to mix a tablespoon of the canned with the kibble and she gobbles it down. This makes the canned food last longer. None of the prescription food is inexpensive but on a par with the other food we were feeding our dogs this not only seems to satisfy them but it is less expensive. We definitely recommend this food for allergy and stomach sensitivities. Happy Golden Mom!",,Happy Golden and Labradoodle,"My 18 month Golden Retriever and Labradoodle both love this food we mix it with the kibble. The doodle had quit eating a food for allergy sensitivity as well as stomach sensitivity, I only have to mix a tablespoon of the canned with the kibble and she gobbles it down. This makes the canned food last ",94179,My Husky is on special diets for a skin condition that the Vets cannot find a cure. They change his diet and he does not like any of the food they put him on.,By Hill's Prescription Diet,expensive for what you get
"Dog,Food,Wet Food",,,Terriers love it,Wanted a wet food with pumpkin to help with digestion and the two terriers love it. One tray is enough to feed both of them. Very convenient.  I had a problem with one tray that had leaked and smelled but Chewy sent me a whole case to replace. Great customer service!!,52476,"My dog loved it, BUT, I didnt realize the food is made in Thailand. I have heard bad things about pet food from Asia - mostly because of their laws and standards when it comes to making pet food. I will keep lioking for Natural no meat-by-products food made in tbe U.S. Sorry...",By Natural Balance,"My dog loved it, BUT..."
"Dog,Food,Wet Food","Disclaimer: I am a ""people-food for doggies"" cynic. My dog only eats ""people food"" when it fell off my plate and hit the floor. Making doggie food look like stew-for-people misses the point. My dog actually likes dog food that I would never want to eat.

I used to mix Iams lamb pate formula with Iams dry food. My dog would devour it every time. The Iams formula changed (darker red, drier, and with rice-like bits in it) and my dog stopped eating it. I then tried Fromm...that went over very well, but Chewy.com discontinued it. So, at a sales rep's request I tried Earthborn Holistic, which I was told would be a good substitute for the Fromm pate. To my surprise, the EBH looked like a can of Campbell's chunky stew. This is nothing like pate at all. I gave some to my dog...he sniffed it and walked away. Mind you, my dog tries to drink dirt water from the planter pots after it rains and used to eat cat poo. A screen shot of the food uncovered, or a spoonful, would be very helpful. I'll donate the failed product to a shelter (maybe other dogs like stew) and look for a more pulverized meat-based product for my dog.",,Nice treat with kibble,We get this wet food on auto delivery and switch up our kind each time. They love a scoop with their kibble!,52815,"Disclaimer: I am a ""people-food for doggies"" cynic. My dog only eats ""people food"" when it fell off my plate and hit the floor. Making doggie food look like stew-for-people misses the point. My dog actually likes dog food that I would never want to eat.

I used to mix Iams lamb pate formula with Iams",By Earthborn Holistic,Stew is for people
"Dog,Food,Wet Food","I HAVE 2 DOGS. A BICHON AND A SHITZU. THEY ARE BOTH FINICKY EATERS. I'VE GONE THROUGH SEVERAL BRANDS OF DOG FOOD ( DRY & WET MIXED. JUST DRY IS IGNORED. ) THE DOGS WOULD ONLY EAT A SMALL AMOUNT OF WHAT WAS OFFERED AND LEAVE THE REST. DUE TO ALLERGIES TO THE CHICKEN AND BEEF  MIXES MY VET HAD ME SWITCH TO LAMB. THE DOGS STILL ATE ONLY SMALL AMOUNTS OF THE 0NE CUP PORTIONS AND LEAVE THE REST. I EVENTUALLY TRIED THE CESAR LAMB ( WET ) MIXED WITH THEIR DRY AND THAT IMPROVED THEIR APPETITE TO SOME DEGREE. THAT'S WHEN I WENT AND PURCHASED A BAG OF CESAR DRY TO MIX WITH THE WET AND LO AND BEHOLD CESAR CONQUERED THE FINICKY. THESE DOGS DO NOT LEAVE A SCRAP. IN FACT THEY TRY TO GET TO EACH OTHERS BOWL WHEN EITHER ONE IS FINISHED FIRST. CESAR IS A GOD SENT.
  FYI.....HAS LONG AS I CAN PURCHASE THESE PRODUCTS AT YOUR PRICES ( CHEAPER THAN SUPERMARKET SALES ) I'M HERE "" TILL DEATH DO US PART "".",,HAIL CESAR,I HAVE 2 DOGS. A BICHON AND A SHITZU. THEY ARE BOTH FINICKY EATERS. I'VE GONE THROUGH SEVERAL BRANDS OF DOG FOOD ( DRY & WET MIXED. JUST DRY IS IGNORED. ) THE DOGS WOULD ONLY EAT A SMALL AMOUNT OF WHAT WAS OFFERED AND LEAVE THE REST. DUE TO ALLERGIES TO THE CHICKEN AND BEEF  MIXES MY VET HAD ME SWITCH,47089,"One of the containers had leaked out in the tray, and was spoiled. The contents inside had turned black and smelled horrible.",By Cesar,Spoiled contents
"Dog,Food,Wet Food",,,Great Choice!!! Definitely worth it.,This food was recently not in stock at the local pet store in my town.  I was disappointed because this is what we give my 15 1/2 year old Jack Russell to ensure he gets the nutrients he needs.,93817,"due to all the great reviews I was so hopeful I'd found the right food. Cassi will not touch it so now I'm stuck and I guess it is back to the drawing board,  I am so disappointed",By Purina Pro Plan,waste of money
"Dog,Food,Wet Food","My male Samoyed, 10 years old, has had his liver compromised.  He is on the  Royale Canine Hepatic diet and I have to be super vigilant that nothing he eats has copper in it.  So I am reading labels for the ingredients and I have switched to supplementing with the Evanger pure Cooked Chicken because the Senior has the copper in it.  It is hard to find treats for him but the American Journey baked treats appear to be okay for him.  I had ordered the Canidae senior but now in addition to not being able to use the Evanger's senior I can't use the Canidae.",,Why is the copper ingredient in most of the dog and cat foods?,"My male Samoyed, 10 years old, has had his liver compromised.  He is on the  Royale Canine Hepatic diet and I have to be super vigilant that nothing he eats has copper in it.  So I am reading labels for the ingredients and I have switched to supplementing with the Evanger pure Cooked Chicken because ",52652,"I don't understand why but our Miniature Schnauzer, who is normally a real chow hound, won't eat this stuff. It appears to be just fine so I have no idea why she is turning up her nose??",By Evanger's,She Won't eat it.
"Dog,Food,Wet Food","I almost exclusively buy Blue Wilderness dry food served mixed with canned for my two dogs. I admittedly test out one can purchased at retail and then order in bulk from Chewy if my dogs like it.

Dogs have never had a problem with any other BW product until this one. As a few other reviewers have noted, my dogs had tummy/digestive issues with this product. Multiple rounds of diarrhea plus vomiting several hours after ingesting. My dogs are typically not picky eaters or have digestive issues. They are healthy junior adults. My dog that consumed the most had the worst reaction. To be fair, not sure if quantity consumed could be a contributing factor or how the retail store may have stored the can, etc. 

Therefore, since others have not had these issues, my less than stellar product recommendation comes with a caution given my personal experience. To be clear, I am a very happy Chewy.com customer and BW product consumer for all my Chewy purchases to date and am confident I will continue to be, but I will not order or try feeding this specific BW product to my dogs again.",,Finicky eater loves it,I have a very finicky Akita that can be a problem at meal time. He loves this as well as the turkey and the duck flavors. Doesn't care too much for the salmon or the beef though. We add 1/8 - 1/4 can to his kibble.,85004,"I almost exclusively buy Blue Wilderness dry food served mixed with canned for my two dogs. I admittedly test out one can purchased at retail and then order in bulk from Chewy if my dogs like it.

Dogs have never had a problem with any other BW product until this one. As a few other reviewers have ",By Blue Buffalo,"Recommend Blue Wilderness, not Trout & Chicken Grill"
"Dog,Food,Wet Food","All 3 of my babies love Wellness's turkey stew! It has the right ratio of fat to protein for them and gentle on the tummy (not too rich). It does have a little too much gravy, but I don't add all of it to their bowls. Add a little warm water, mash with a fork (for the little ones) and dinner is served.",,Yummy in my tummy,"All 3 of my babies love Wellness's turkey stew! It has the right ratio of fat to protein for them and gentle on the tummy (not too rich). It does have a little too much gravy, but I don't add all of it to their bowls. Add a little warm water, mash with a fork (for the little ones) and dinner is served",49223,"I ordered a couple cases of wellness and my pups dont like it. Not sure what to do with all this food?
I switched to Taste of the Wild and they seem to like that.",By Wellness,pups dont like it
