category,review_full_content_0,review_full_content_1,pos_review_title,pos_review_content,itemnumber,neg_review_content,maker,neg_review_title
"Dog,Food,Dry Food","When I open this bag It smell good to me! I thought my dogs would love it, but sadly that was not the case. I have two pitbulls they would eat anything but this dog food. I guess something was not right for them, maybe it was the smell? I don't know. Overall, I try to make my dogs vegetarian but I was unsuccessful. I think I would have rate the food a 5, if my dogs actually ate it.",,Vegetarian food for dogs,I have been looking for a vegetarian food for a dog and had a hard time finding it in the stores.  Glad I found it at Chewy.com.  It took about a week for my dog to get used to it. The shipping was in a timely fashion in spite of the weather challenges in the south.,53056,"When I open this bag It smell good to me! I thought my dogs would love it, but sadly that was not the case. I have two pitbulls they would eat anything but this dog food. I guess something was not right for them, maybe it was the smell? I don't know. Overall, I try to make my dogs vegetarian but I was",By Nature's Recipe,Picky eater
"Dog,Food,Dry Food","The Natural Balance Original Ultra Reduced Calorie Formula Dry Dog Food was chosen due to by dog looking like a little porky pig. He has been satisfied with all the other Natural Balance products but I was curious about what I would call ""Diet"" food, which just means it has less calories.  Surprisingly he liked it. The ingredients are quality and I was at ease with that information.","Even though I blended in this dog food with his regular food, he picked around it, so I've just decreased his amount of food to 3/4 cup in  morning and evening and donated this to a friend who's dog will eat anything and needs to lose weight!  However, i do want to say that he shipment came quickly and I was quite impressed with that!",Ultra Reduced Calorie Dog Food,"The Natural Balance Original Ultra Reduced Calorie Formula Dry Dog Food was chosen due to by dog looking like a little porky pig. He has been satisfied with all the other Natural Balance products but I was curious about what I would call ""Diet"" food, which just means it has less calories.  Surprisingly",48043,"Even though I blended in this dog food with his regular food, he picked around it, so I've just decreased his amount of food to 3/4 cup in  morning and evening and donated this to a friend who's dog will eat anything and needs to lose weight!  However, i do want to say that he shipment came quickly and",By Natural Balance,Oh Darn it
"Dog,Food,Dry Food","I've begun feeding my newest dog grain free food and most of his treats because I lost my big dog last Thanksgiving. I blame his health on being overweight and how it's much harder to get the weight off than putting it on. I think his weight was why  when he got sick, it was so hard to treat and ended up costing him his life. So, I'm going about my newest adoption, with great care to keep his weight proper. That's why after reading about grain free, I decided to go with it.",,Gotta love grain free,"I've begun feeding my newest dog grain free food and most of his treats because I lost my big dog last Thanksgiving. I blame his health on being overweight and how it's much harder to get the weight off than putting it on. I think his weight was why  when he got sick, it was so hard to treat and ended",79033,"The only thing decent in it is the salmon and it most likely is farmed salmon. The rest is cheap fillers, rice, oats ,ect.",By Purina Beyond,This stuff is nothing but junk.
"Dog,Food,Dry Food","My 2 year old Chiwinnie is so picky. I have always had to add wet food to her dry food just to get her to eat. 

She's eating this without me mixing any wet food in it but not completely yet. (I have to hand feed her just to finish) but at least she's eating a little at a time and hopefully she'll eventually eat it all by herself.","I was excited to try this food for my shih-tzus and they did accept it well.  However, I should have read the ingredients rather than focusing on the glowing reviews!  Now Niko has a hot spot on his inner upper leg and licks constantly.    Also licks his paws--all of this since starting on proplan small breed.   I just assumed that a high quality food would not include the cheaper, lower quality protein soy.   Also, they picked out the chicken shreds and left the crunchy nuggets, only eating the crunchy part as a last resort!",My ChiWinnie is actually eating this without wet food added.,"My 2 year old Chiwinnie is so picky. I have always had to add wet food to her dry food just to get her to eat. 

She's eating this without me mixing any wet food in it but not completely yet. (I have to hand feed her just to finish) but at least she's eating a little at a time and hopefully she'll ",86253,"I was excited to try this food for my shih-tzus and they did accept it well.  However, I should have read the ingredients rather than focusing on the glowing reviews!  Now Niko has a hot spot on his inner upper leg and licks constantly.    Also licks his paws--all of this since starting on proplan small",By Purina Pro Plan,Why did they put soy in it?
"Dog,Food,Dry Food",,,Love Chewy!,This is a great food.  Our dog's coat is shiny and he is very healthy on this food.  He also likes the flavor.  And the price through Chewy.com is unbeatable!  Embarrassed to say what we've been paying other places.,75748,Not too pleased.  A large portion of this bag was crushed kibble dust.  I had to moisten it and make a gruel so the dogs would not choke on the dust.,By Blue Buffalo,kibble dust
"Dog,Food,Dry Food","Recently, my dog developed a sensitive stomach. When I took her to the vet, after a number of tests which turned out negative,the vet recommended a dog food that they sell for digestive problems.  The brand was Science Diet which cost me a fortune and which I don't believe has the pure ingredients that I like to feed my dog.  After I was finished with the Science Diet, I went on your website and found a Blue Buffalo food for dogs with sensitive digestion problems.  Well, the Blue Buffalo Basic diet worked out great.  My dog loves it and she has had no more digestive problems.  I use Chewy.com to buy all my dog products and this was another case of being completely satisfied.  I always find what I need on Chewy.com, the prices are reasonable, and the delivery times are great.  Thank you again Chewy.com!",,Chewy.com has the best variety of dog food and products,"Recently, my dog developed a sensitive stomach. When I took her to the vet, after a number of tests which turned out negative,the vet recommended a dog food that they sell for digestive problems.  The brand was Science Diet which cost me a fortune and which I don't believe has the pure ingredients that",51917,"Blue Buffalo Basics Turkey & Potato Recipe Large Breed Adult Dry Dog Food....Loved by my Lab.

Packaging for shipping needs to be improved.",By Blue Buffalo,Product Good for Dogs with a Sensitive Stomach
"Dog,Food,Dry Food","1st shipment with Chewy.com Won't be last! Bought big dog kibble for my 18 LB Jackapoo of Purina Bright Mind.  feel it's helpful in keeping him sharp as he'd always been as he gets older, still alert and same high energy as always and currently almost 8.5 hasn't changed at all with age. .Been using since about age 6.  He likes the bigger kibble , makes him crunch it like treats and good for him to do that,  and not that big actually. kibble better size. It is considered for big dogs but give same amount as always.",,Better prices/Free Shipping,"1st shipment with Chewy.com Won't be last! Bought big dog kibble for my 18 LB Jackapoo of Purina Bright Mind.  feel it's helpful in keeping him sharp as he'd always been as he gets older, still alert and same high energy as always and currently almost 8.5 hasn't changed at all with age. .Been using since",86197,"Has finished I/2 of 35# bag, doesn't seem to like it much; but does seem to be playing some more with ball and hunting outside for quail and rabbits on our 10 acres mountain - wooded area,  with more energy. Will try a different flavor of same purina line.",By Purina Pro Plan,"Smarter, more alert?"
"Dog,Food,Dry Food","I have a variety of dogs couple of APTs, a Hound mix and Great Dane mix. Pits in general tend to have very sensitive skin and tummies and the Purina ONE True Instinct has a great blend of fish which is higher in omega 3's that help with the oils and skin issues of my APTs.  And for the Hound mix he has an ear issue that seems to help him in that area.  The Great Dane mix well HE JUST LOVES IT...:-)  The prices with Chewy are fantastic and having it delivered is such a huge relief.","My dogs currently eat Biljak dry dog food and Blue Buffalo dry dog food.  I thought I would try this because it has salmon and tuna in it and my two dogs are always stealing the cats dry food which ironically contains salmon and tuna, but neither of my dogs would touch this food.  I will donate to our local animal shelter.",Why Purina ONE,"I have a variety of dogs couple of APTs, a Hound mix and Great Dane mix. Pits in general tend to have very sensitive skin and tummies and the Purina ONE True Instinct has a great blend of fish which is higher in omega 3's that help with the oils and skin issues of my APTs.  And for the Hound mix he has",91550,"My dogs currently eat Biljak dry dog food and Blue Buffalo dry dog food.  I thought I would try this because it has salmon and tuna in it and my two dogs are always stealing the cats dry food which ironically contains salmon and tuna, but neither of my dogs would touch this food.  I will donate to our",By Purina ONE,good product just my dogs didn't like
"Dog,Food,Dry Food",I rescued a dog and was told they were giving him a certain type of dog food so that's what I bought for him too.  His stools were very soft and runny but I thought that was normal.  My girlfriend convinced me to change dog foods and once I did the stools became what they should be.  My dog goes more often and seems happier.  Not a great explanation for the food but the dog likes it and we are all happier with the outcome.,,what a difference,I rescued a dog and was told they were giving him a certain type of dog food so that's what I bought for him too.  His stools were very soft and runny but I thought that was normal.  My girlfriend convinced me to change dog foods and once I did the stools became what they should be.  My dog goes more,98683,"Reading the ingredients on back of bag AFTER purchase, makes me wish I had bought something else.  Too many grains, not enough meat.",By Rachael Ray Nutrish,regret purchase
"Dog,Food,Dry Food",,,Purina Adult Weight Management Dog Food,"My Dixie Rose (rescued Weimaraner) loves this dog food.  I mixed it with her current formula of Purina Sensitive Skin and Stomach and  she gives me ""the stare"" when it is time to eat.",67468,I recently purchased this food for my pup after feeding him Proplan puppy food for his first year. He has mild hip  dysplasia so his vet wants him to drop a few pounds. But he won't eat it!  I had to mix other food with it to get him to try it. So we'll go back to the regular Proplan which he loves!,By Purina Pro Plan,Not a favorite
"Dog,Food,Dry Food",,,Puppy to Adult food a breeze,I was worried that I would not like the adult version after eating the puppy food for a year.  The morsels are still small enough for me to eat easily while still cleaning my teeth. I just wish that there was a bigger bag I could buy so we can stock up.,48689,"My Pup Is Very Finicky. It Is our 1st Order, No Issues Yet.",By Royal Canin,It's Fine.
"Dog,Food,Dry Food","Got my dog food so quick after I order it! And the kind I was wanting isn't always easy to find at stores. It's the blur buffalo Basics. The basics is the sensitive kind, and a lot of stores have the regular blue buffalo but not the basics sensitive stuff.Loved how easy it was to sign up for the re-occurring order.",,Chewy is so easy!,"Got my dog food so quick after I order it! And the kind I was wanting isn't always easy to find at stores. It's the blur buffalo Basics. The basics is the sensitive kind, and a lot of stores have the regular blue buffalo but not the basics sensitive stuff.Loved how easy it was to sign up for the re-occurring",51915,For some reason my dogs will not eat it and I wasted 20 something pounds of food by mixing their Nutro Ultra with it.,By Blue Buffalo,My picky dogs won't eat it
"Dog,Food,Dry Food","Our white German Shepherd is a very picky eater. We were buying Blue Wilderness, and at first he really ate it well. When he stopped eating it, we changed recipes a few times - same outcome. He would eat really well the first few days, then got bored. I would have to doctor up his food with homemade gravies, and he would still only eat about half of his food. I got tired of having to throw away about 60% of his food. He used to not eat unless we were near him. We got a bag of the Nutrish, and he gobbles it up before we have a chance to sit with him. So far, he really seems to like his food. So far, I am very pleased.",,a great product!,"Our white German Shepherd is a very picky eater. We were buying Blue Wilderness, and at first he really ate it well. When he stopped eating it, we changed recipes a few times - same outcome. He would eat really well the first few days, then got bored. I would have to doctor up his food with homemade ",89966,On the surface seemed like a decent food at a decent price. However I was trying to eliminate poultry and neglected to read the ingredients since it's advertised as beef/bison: this DOES contain chicken. Not going to work for us.,By Rachael Ray Nutrish,Double check ingredients
"Dog,Food,Dry Food","This food seems very well liked by all of my dogs... except the one I want to eat it. She's picky and refuses any and all dry kibble without a topper. The reason I chose this food is because I can feed about half as less of her old food to meet her calorie requirements. She was needing 5 to 6 cups of her old food but would barely eat 2 cups. With this food, she only needs to eat about 3 cups a day. My other dogs try to steal this food from her as often as possible!",,Dogs like it...,This food seems very well liked by all of my dogs... except the one I want to eat it. She's picky and refuses any and all dry kibble without a topper. The reason I chose this food is because I can feed about half as less of her old food to meet her calorie requirements. She was needing 5 to 6 cups of,93056,My Mastiffs refuses to eat this. They're actually losing weight that's how much they dislike it.,By Victor,Not for us.
"Dog,Food,Dry Food",,,Healthy and flavorful!,"I have two labs, they'll eat anything but one of them has some type of allergy so I keep the ingredients down and omit grains.
This food fits the bill, made in America, and good value here at Chewy.
Like I said...they'll eat anything but I have to admit they seems to really like this stuff.",90487,My dogs hate it going back to American journey the akita flipped the bowl my pit wont eat it was very surprised good brand,By Castor & Pollux,Only because i cant give it no stars
"Dog,Food,Dry Food",,,Enjoy my senior dog food,"My family is excited with Chewy for the package shows up in the driveway!  My Alpha Daddy-O went with a new senior dog food for me, enjoy Nature s Recipe, taste good and awesome for my digestion.  Give it the food, Chewy, and Daddy-O five barks!  Comet",57991,My dog has shown no interest in eating food.  She is a senior beagle Boston mix.  Maybe it is just lamb that she does not enjoy.,By Nature's Recipe,No Second Purchase
"Dog,Food,Dry Food",,,GREAT PUPPY FOOD,"I recently got a new Bulldog puppy and wanted a good food for him.  I have used Iams for years so when I saw the  Smart Puppy I wanted to give it a try.  He is doing great on it.  Very active, smart, picks up training in a snap. Has gained about a lb a week. I really love it!",77199,We are trying to give this bag away. Our tiny toy yorkie did not like this but it was recommended by his breeder,By Iams,Our puppy did not like it
"Dog,Food,Dry Food","My adopted puppy has food allergies.  Instinct's ""Limited Ingredient Diet"" seems to work'ok' but she's not real interested in it.   However, it keeps her from itching.  I also give her Instinct's raw lamb.  I wish I could order this or best of all Primal's raw CHICKEN (one of the few raw dog food offerings that isn't pasteurized...yes Instincts is pasteurized too..:((  ---also other Primal raw foods are reportedly pasteurized) 
  sorry for getting off the topic but pet raw foods have a way to go, although Chewy's does its part in helping us get what is available & being generous in their refunds.  Go Chewy's !!",,"Hmm, well it's a mixed blessing","My adopted puppy has food allergies.  Instinct's ""Limited Ingredient Diet"" seems to work'ok' but she's not real interested in it.   However, it keeps her from itching.  I also give her Instinct's raw lamb.  I wish I could order this or best of all Primal's raw CHICKEN (one of the few raw dog food offerings",119102,My dog is almost done with large. I have not seen any improvement in her skin problem yet. I heard something with a fish base would be better.,By Instinct,Instinct lamb
"Dog,Food,Dry Food",This food was perfect for my yorkie that we recently discovered has an allergy to peas.  It's a great quality food and my dogs seemed to really like the taste.  My only issue is that the kibbles are huge.  They are way too large for a smaller breed dog like my yorkie and shih tzu.  Would definitely recommend for medium/large breed dogs!,,"Great food, HUGE kibbles",This food was perfect for my yorkie that we recently discovered has an allergy to peas.  It's a great quality food and my dogs seemed to really like the taste.  My only issue is that the kibbles are huge.  They are way too large for a smaller breed dog like my yorkie and shih tzu.  Would definitely recommend,76763,The blurb said it was kibble for small/medium dogs. The kibble was way to big for my Yorkshire Terriers and they were reluctant to even try to eat it. I gave the bag to my son for his Lab.,By Natural Balance,Disappointed
"Dog,Food,Dry Food","So far we have been easing into this brand, we used to get the large breed blue buffalo for our 8 months old Lab (due to the cost embedded in Blue Buffalo products) so far this seems to work out just fine, we started feeding her strictly on Nutro Max this past week end and only had a one time upset stomach.

I believe this dog food will work for us in the long term.",,Very Happy and Healthy Pups,"I want the very best for my German Shepherds but cant always provide  home cooked meals for my growing pups, so, after a great deal of research I've selected 
Nutro-large Breed Puppy as their kibble.",97183,"So far we have been easing into this brand, we used to get the large breed blue buffalo for our 8 months old Lab (due to the cost embedded in Blue Buffalo products) so far this seems to work out just fine, we started feeding her strictly on Nutro Max this past week end and only had a one time upset stomach",By Nutro Max,Good product
"Dog,Food,Dry Food","Be careful with this one. While it did help manage the weight of my minpin considerably, I began comparing the nutritional info to other (more popular) brands' health/weight solution focused bags when she started nosing around it in her bowl for her last mixed in brand. I was dismayed by the differences. While this brand has great protein levels, all other essential nutrition is abymisally low. I'd recommend mixing it with a brand to balance out nutrition and still get the desired weight management effect.",,Wellness review...,My dog Toby seems to like this real well. I add 3 or 4 tiny pieces of chicken and a tablespoon or so of brown rice and some warm water to wet it and he eats it real well. He is very finicky and ever since I started using Wellness small breed he eats every time. Thank you Wellness!,49177,"Be careful with this one. While it did help manage the weight of my minpin considerably, I began comparing the nutritional info to other (more popular) brands' health/weight solution focused bags when she started nosing around it in her bowl for her last mixed in brand. I was dismayed by the differences",By Wellness,Weight loss = nutrition deficiency
"Dog,Food,Dry Food","I recently placed my first order with Chewy.com, my sister in law referred me. I LOVE it. No loading and unloading, carrying into the house. It is Great!!!  and so easy. Bought the same product at the big box store and paid the same price.  This was delivered to my front door. Nothing could be easier!! I will be a repeat customer. I have recommended it to all my friends!!",,Great Service!!,"I recently placed my first order with Chewy.com, my sister in law referred me. I LOVE it. No loading and unloading, carrying into the house. It is Great!!!  and so easy. Bought the same product at the big box store and paid the same price.  This was delivered to my front door. Nothing could be easier",100147,Our dog really likes this food but I would rather have him on a more nutritious kibble. We supplement his feeding with fresh food to make sure he gets a more balanced diet.,By Puppy Chow,He likes it
"Dog,Food,Dry Food","Salmon has oils good for brain development, and my 12 pound miniature poodle is expected by her breeder (not me) to produce smart puppies, so this option was a no-brainer that she loves, leaving her coat shiny and pretty. I mix it with the NutroMax Grain Free Adult Recipe (chicken) in a 1-to-1 ratio and another quality hard dog food in a smaller ratio. Zignature Kangaroo Limited Ingredient Formula Grain-Free Dry Dog Food is a good 2-to-1 option (as the smaller amount) for the iron content to fortify blood for expecting mothers. The hard dog food mix is combined (1/4 to 1/3 cup) with a heaping spoonful of grain-free Nutro or Purina Beyond wet dog food, microwaved for 12 seconds, stirred together, and served. Indulgent (I know) but she's picky and will ""hunger strike"" for five days without the wet food, so we do this twice a day. With the wet food, my picky eater is sometimes done in minutes. Thanks Nutro and Chewy!",,Great product and a very fair price,"Salmon has oils good for brain development, and my 12 pound miniature poodle is expected by her breeder (not me) to produce smart puppies, so this option was a no-brainer that she loves, leaving her coat shiny and pretty. I mix it with the NutroMax Grain Free Adult Recipe (chicken) in a 1-to-1 ratio ",97345,"This is a really good quality dog food that doesn't completely break the bank, but I believe my dog may have a food allergy to something so next time I'll have to get a limited ingredient type.",By Nutro Max,Husky allergy
"Dog,Food,Dry Food","My Cocker Poodle mix, 40 pounds, loves to eat, but has tummy troubles with a lot of foods, and many sensitivities. Used to have a lot of gas, till this product. He likes it, no tummy troubles and no gas! So far, as we are new to this product, it is working out great! Lots of good, healthy ingredients.","Prior to choosing this formula for my 14 year old pug, I had been giving her for years the same flavor but in the non grain-free recipe.  After a month or two on the grain free, my dog got to where she would not hurry to her food bowl and would just sit there.  She would spend the evening taking a little bit at a time and sometimes not finishing her food.  I switched to the chicken flavor non-grain free recipe, added a little wet turkey/duck food and she races to the food bowl and inhales the food now.  Also I realized that the grain free does not have glucosamine which I like for my dog with joint and arthritis problems.  So I don't know if it is the grain free specifically or not but I am getting away from the grain free.",Good So Far,"My Cocker Poodle mix, 40 pounds, loves to eat, but has tummy troubles with a lot of foods, and many sensitivities. Used to have a lot of gas, till this product. He likes it, no tummy troubles and no gas! So far, as we are new to this product, it is working out great! Lots of good, healthy ingredients",52626,"Prior to choosing this formula for my 14 year old pug, I had been giving her for years the same flavor but in the non grain-free recipe.  After a month or two on the grain free, my dog got to where she would not hurry to her food bowl and would just sit there.  She would spend the evening taking a little",By Holistic Select,Grain Free Not For My Dog
"Dog,Food,Dry Food","Awesome food! Awesome website! I ordered this online and it was delivered the next day! I definitely recommend Chewy.com! I was buying his food from a local retail store and am saving half the price by ordering online. My ChiPom loves this food, his coat has gotten shinier and he seems more satisfied as well. One thing I have noticed is when he goes on his puppy pad when I am not home, it does not even smell when I return home!! I also notice he sheds less!  I highly recommend you try their service. I love the fact that it will automatically be shipped each month and I won't ever be out nor have to make an extra trip to the pet store. Convenience to a T!",,Definitely worth it!,"Awesome food! Awesome website! I ordered this online and it was delivered the next day! I definitely recommend Chewy.com! I was buying his food from a local retail store and am saving half the price by ordering online. My ChiPom loves this food, his coat has gotten shinier and he seems more satisfied",75430,"very happy with Chewy's customer service people
always helpful when making an order",By Royal Canin,my dog izzy loves it and it is very healthy for her.
"Dog,Food,Dry Food",The 11 month old German Shepherd loves it. The 10 week old GSD puppy loves it. The kittens love it. In all honesty they all ate the breed specific one but they seem to love this kibble better. The kittens have their own food but will reach up into the raised dish to grab some. Supprisingly it fits in their mouth. The dogs coats are nice and shiny. It's a win for everyone.,,Everyone Loves it.,The 11 month old German Shepherd loves it. The 10 week old GSD puppy loves it. The kittens love it. In all honesty they all ate the breed specific one but they seem to love this kibble better. The kittens have their own food but will reach up into the raised dish to grab some. Supprisingly it fits in,63295,I got this food because he was being fed a somewhat comparable Royal Canin product in Europe. I am going to switch to another large puppy food with quality ingredients. This was just a transition product.,By Royal Canin,"Normally, I do not give food w/animal by-products."
"Dog,Food,Dry Food","We have used CHEWY for years -- very satisfied customer. After losing our beloved Cesky terrier to lymphoma, we were able to purchase two Cesky puppies. The ProPlan Savor was recommended to us by the breeder.  We are MORE than satisfied with this food.  The pups eat readily and have had no ill-effects from the food.","I (and my puupy) have no preference regarding dry dog food yet, but I think it might help someone else who thinks it might be for puppies under 2 years old. The bag is self contradicting, as the feeding chart shows up to 2 years, but in several places it is printed: ""For puppies under 1 year"". I wish the website would have made this clear, as I can't afford to not force him to eat it anyway to his disadvantage.",ProPlan is GREAT,"We have used CHEWY for years -- very satisfied customer. After losing our beloved Cesky terrier to lymphoma, we were able to purchase two Cesky puppies. The ProPlan Savor was recommended to us by the breeder.  We are MORE than satisfied with this food.  The pups eat readily and have had no ill-effects",67531,"I (and my puupy) have no preference regarding dry dog food yet, but I think it might help someone else who thinks it might be for puppies under 2 years old. The bag is self contradicting, as the feeding chart shows up to 2 years, but in several places it is printed: ""For puppies under 1 year"". I wish",By Purina Pro Plan,Only for under 1 year old puppies.
"Dog,Food,Dry Food","I had major issues with another product made by the same company (propac)--- had moldy chunks at the bottom of the bag.... but i didnt give up on this company because i really like their ingredients. I chose this for my 9 yo mini dachsund. He is picky as he has bad teeth and used to spit out the kibbles, but with this one he chows up every last bite!!","I was very disappointed when I heard that Chewy was not going to carry Fromm any longer.  I thought I made a good choice with Earthborn Holistic, but somehow I missed checking out the ingredients.  I have been told over the years that meal, such as chicken meal should not be the first ingredient, I did not open the bag, I donated it to the hurricane relief for animals.  I am still looking for a grain free, weight control, somewhat low in calories from a company without recalls.  If I can't find any to my satisfaction, I will purchase Fromm from another supplier.",sticking to this brand,I had major issues with another product made by the same company (propac)--- had moldy chunks at the bottom of the bag.... but i didnt give up on this company because i really like their ingredients. I chose this for my 9 yo mini dachsund. He is picky as he has bad teeth and used to spit out the kibbles,74495,"I was very disappointed when I heard that Chewy was not going to carry Fromm any longer.  I thought I made a good choice with Earthborn Holistic, but somehow I missed checking out the ingredients.  I have been told over the years that meal, such as chicken meal should not be the first ingredient, I did",By Earthborn Holistic,Always check first ingredient
"Dog,Food,Dry Food","Picked this because it has glucosamine/chondroiton for my 9-year-old Aussie-Lab mix, and the fact that I just don't think you can beat Victor's ingredients for the price.  I fed her Diamond Naturals or Kirkland Nature's Domain grain free before, which are also good foods.   I like the fact that Victor sources ingredients close to home, has only one plant, and has never had a dog food recall.
She's not a fussy eater, but is usually a little reluctant when changing foods.  She loved this right away and thoroughly licks the bowl clean when the kibble is gone.  
I'm only about 5lbs into this food, but I think I see a little improvement in her coat already.  Her stools are very firm, small and dark, as they always were with Nature's Domain as well.
Victor foods appear to be an unbeatable value.",,Licked the Bowl Clean,"Picked this because it has glucosamine/chondroiton for my 9-year-old Aussie-Lab mix, and the fact that I just don't think you can beat Victor's ingredients for the price.  I fed her Diamond Naturals or Kirkland Nature's Domain grain free before, which are also good foods.   I like the fact that Victor",93058,It just not a taste that my k9 wanted to eat. They ate the other flavors  this one was just not a taste they would eat,By Victor,K9 s just did not like it
"Dog,Food,Dry Food","I've tried EVERYTHING to make my dog like this because it seems so healthy...fresh meat, salmon topping, you name it... she just refuses to eat it...for days at a time. Unfortunately I just received another auto shipment, but I clearly need to look at the return policy. I guess this is when mail-order isn't so convenient.",,love this product,"I've  had 2 shelties and a shitzu mix raised on this food....and my oldest sheltie is about 15 now...it's never let me down, no recalls, cheaper than some premium foods....and my dogs love it!  Wish it was sold at more locations, but I always keep a supply at hand to not run out!",74262,"I've tried EVERYTHING to make my dog like this because it seems so healthy...fresh meat, salmon topping, you name it... she just refuses to eat it...for days at a time. Unfortunately I just received another auto shipment, but I clearly need to look at the return policy. I guess this is when mail-order",By Chicken Soup,My GSD still hates it
"Dog,Food,Dry Food",,,Thank you Chewy.com!,"I have 5 Dachshunds and the little guy has to eat ""small breed"". Prior to learning about Chewy.com all I could find was the chicken flavor. I found ""red meat"" in small breed at Chewy. Now we are all happy and especially the little guy...a new flavor..he says ""Chewy Rocks""!!",75764,I thought our mini schnoodles would love this flavor. Turns out they are just ok with it. They prefer other Blue flavors over this one. I gave half of the bag to a friend and her yorkie mix really likes it.,By Blue Buffalo,Just OK for our dogs
"Dog,Food,Dry Food","My 4-1/2 months old, my Wheaten Terrier pup was very ... pancreatitis, lung fungus, double ear infections, and parasites. We made a commitment to this little girl to do our very best to nurse her back to health and give her a purposeful, comfortable life. After vet care put her back on the path to wellness, we began homeopathic care, then began supplementing with Blue Buffalo products. Ashes is turning twelve now, and has been eating primarily Blue Buffalo Senior foods since she was seven years old. It has helped give our needy little girl all that she needs to keep her pancreatitis at bay. I can't ask for anything more!","Good price, but about 1/8+ of the bag gets crushed powdered kibbles, (a lot compared to when you buy at stores.) Each 1/2 cup of food has about 1 teaspoon powdered food. Powdered kibbles sometimes get stuck to my dogs teeth. Is it during shipping or comes like this from Blue Buffalo? I got 2-3 deliveries and were the same.",Great Product For My Needy Senior!,"My 4-1/2 months old, my Wheaten Terrier pup was very ... pancreatitis, lung fungus, double ear infections, and parasites. We made a commitment to this little girl to do our very best to nurse her back to health and give her a purposeful, comfortable life. After vet care put her back on the path to wellness",75763,"Good price, but about 1/8+ of the bag gets crushed powdered kibbles, (a lot compared to when you buy at stores.) Each 1/2 cup of food has about 1 teaspoon powdered food. Powdered kibbles sometimes get stuck to my dogs teeth. Is it during shipping or comes like this from Blue Buffalo? I got 2-3 deliveries",By Blue Buffalo,Lots of crushed kibbles
"Dog,Food,Dry Food","My Shiloh Shepherds have been on two other foods for years, dealing with stools that were not good,ie mushy.. but we thought it was top of the line and afraid to try anything else.. Switched to Science Diet and their poops are now normal colored and  formed and well... normal... even after 1 week of starting on it, and they have gained weight at last. Best stuff I have ever bought. And they love the taste.",,My Dogs Love it!,"My Shiloh Shepherds have been on two other foods for years, dealing with stools that were not good,ie mushy.. but we thought it was top of the line and afraid to try anything else.. Switched to Science Diet and their poops are now normal colored and  formed and well... normal... even after 1 week of ",48930,After ten years I have FINALLY found something my lab won't eat. This food. I was disappointed because I was trying to find a cheaper version of the Royal Caine prescription food. Cannot attest to how it works because I have to mix it with another food.,By Hill's Science Diet,Does not like taste
"Dog,Food,Dry Food","I recently purchased Natural Balance Original Ultra Whole Body Health Chicken, Chicken Meal & Duck Meal Formula Dry Dog Food for my three boxers. I feed all three the same food but one is very picky. One is very fat. One is skinny. It's hard to find something that works for all three.  This is just the first bag but so far so good! I can't buy different foods because they always try to eat what's in the others bowls!",,My boxers LOVED this!,"I recently purchased Natural Balance Original Ultra Whole Body Health Chicken, Chicken Meal & Duck Meal Formula Dry Dog Food for my three boxers. I feed all three the same food but one is very picky. One is very fat. One is skinny. It's hard to find something that works for all three.  This is just the",49527,Unfortunately the small breed dog food was backordered by the company. Otherwise b I love chewy and this wasn't their fault.,By Natural Balance,Not the product I usually get
"Dog,Food,Dry Food","I decided to give this food a try , i was on a budget that month and still wanted a high quality food for my baby girl (a 12lb chiauaua) . I am so glad i did ! I was amazed how much nutrtion and vitamins that was in this product. I use to feed her blue buffalo and then tried out nutro, but would notice she would throw up her food when eating those brands . I wasnt sure why. After a week while trying out this new brand i noticed her shedding hasnt been out of control like it usually is , that it has been because of the vitamin e and fish oil that this food contains ! Her sour stomach has stopped and she no longer throws up her food. Her teeth looks alot brighter and less tarter build up ! Im just amazed with the outcomes of this product and only wished i had her on this sooner ! She also has sensitive skin, she would itch and scratch and shed awhole lot but seriously u guys this changed her life; her coat has never been more healthier and soft. Proud and happy to say that we will continue to be eukanuba customers! Thanks so much for providing an afforable top notch food . Masey Loves it !",,BEYOND IMPRESSED!!,"I decided to give this food a try , i was on a budget that month and still wanted a high quality food for my baby girl (a 12lb chiauaua) . I am so glad i did ! I was amazed how much nutrtion and vitamins that was in this product. I use to feed her blue buffalo and then tried out nutro, but would notice",90733,My new rescue dog came with a bag of this food. He liked it just fine. Then I read the ingredients and decided to switch to a food with less by products in it.,By Eukanuba,Dog likes but I do not.
"Dog,Food,Dry Food","If you're looking for a great product at a great price with so so convenient delivery to your front door, free of charge.... than this is it! You will also love the timely emails letting you know when the next shipment is and if you need to change it...no problem.
Thank you for all you do and the wonderful service!",,"Great Company, Great Products, Great Prices","If you're looking for a great product at a great price with so so convenient delivery to your front door, free of charge.... than this is it! You will also love the timely emails letting you know when the next shipment is and if you need to change it...no problem.
Thank you for all you do and the wonderful",88168,I think this is too low calorie for my Great Labradane. It may be fine for other dogs. Not pleased with her being hungry all the time.,By Blue Buffalo,My dog is always hungry since I have given her this.
"Dog,Food,Dry Food",,,Great service to have,Arrived on time. It was just what I ordered. My cats are very happy with the food and I am happy I do not have to drive to the store.,48941,Love that I can get 'the BIG bag' through Chewy.com! (Our local pet shops only carry the small package sizes for little dogs.) Disappointed that it did not have a Velcro closure like the smaller bags do though.,By Hill's Science Diet,No Velcro closure?
