rating,list_price,weight,brand,lifestage,itemnumber,specialdiet,product_list,foodform,breedsize,review_count,price,madein,company,foodtexture
4.7,"
                        $17.99",,,"adult, all stages",55411,"gluten free, no corn no wheat no soy","rachael ray nutrish natural savory lamb stew natural wet dog food,8-oz tub,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",30,"
                        $14.64",,Rachael Ray Nutrish,chunks in gravy
4.5,"
                        $9.73",,purina,adult,100684,,"mighty dog porterhouse steak flavor & tenderloin tips flavor in gravy variety pack canned dog food,5.5-oz,case of 12",wet food,"extra small & toy breeds, small breeds",19,"
                        $7.00",united states,Mighty Dog,chunks in gravy
4.6,"
                        $6.99",14 ounces,royal canin breed health nutrition,adult,99656,,"royal canin chihuahua adult canned dog food,3.5-oz,pack of 4",wet food,"small breeds, extra small & toy breeds",27,"
                        $5.94",united states,Royal Canin,pate
4.9,"
                        $22.87",16.5 pounds,,"all stages, adult",114358,,pedigree chopped ground dinner with chicken canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",15,"
                        $14.04",united states,Pedigree,minced
4.7,,5.0 pounds,"purina, beneful",adult,100028,,"purina beneful chopped blends with salmon,sweet potatoes,brown rice & spinach wet dog food,10-oz container,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",20,"
                        $18.61",united states,Purina Beneful,shredded
4.9,"
                        $31.08",,blue basics,senior,88193,"sensitive digestion, limited ingredient diet, grain-free, no corn no wheat no soy","blue buffalo basics limited ingredient grain-free turkey & potato senior canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",23,"
                        $25.99",united states,lue Buffalo,pate
5,,2.625 pounds,blue life protection,"adult, all stages",114291,no corn no wheat no soy,"blue buffalo divine delights prime rib flavor hearty gravy dog food trays,3.5-oz,case of 12",wet food,"small breeds, extra small & toy breeds",6,"
                        $13.99",united states,lue Buffalo,chunks in gravy
4.6,,,,"all stages, adult",114176,,"pedigree choice cuts in gravy country stew canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",14,"
                        $10.68",united states,Pedigree,"stew, chunks in gravy"
4.7,"
                        $15.72",5.0 pounds,"purina, beneful",adult,100163,,"purina beneful prepared meals beef & chicken medley with green beans,carrots & wild rice wet dog food,10-oz,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",10,"
                        $13.41",united states,Purina Beneful,stew
4.2,"
                        $16.72",,,"all stages, adult",81480,"gluten free, no corn no wheat no soy","rachael ray nutrish natural beef stroganwoof natural wet dog food,8-oz tub,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",32,"
                        $14.64",,Rachael Ray Nutrish,chunks in gravy
4.7,"
                        $29.88",,blue freedom,adult,84146,"grain-free, gluten free, no corn no wheat no soy","blue buffalo freedom adult beef recipe grain-free  canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",24,"
                        $24.03",united states,lue Buffalo,pate
4.6,"
                        $21.48",,,adult,102310,"gluten free, no corn no wheat no soy, grain-free","merrick lil' plates grain-free teeny texas steak tips in gravy dog food trays,3.5-oz,case of 12",wet food,"extra small & toy breeds, small breeds",33,"
                        $18.72",united states,Merrick,stew
4.7,,,"hill's, science diet","senior, adult",69757,prescription food,"hill's prescription diet g/d aging care turkey flavor canned dog food,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",32,"
                        $33.99",united states,Hill's Prescription Diet,pate
4.8,"
                        $25.99",,,"adult, all stages",48014,,"natural balance ultra premium liver formula canned dog food,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",64,"
                        $20.04",united states,Natural Balance,pate
4.3,"
                        $23.88",9.4 pounds,,adult,86738,,"nutro adult kitchen classics grass fed lamb & brown rice canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",25,"
                        $21.49",united states,Nutro,pate
4.5,"
                        $23.88",,,"adult, all stages",73957,"grain-free, no corn no wheat no soy","whole earth farms grain-free hearty chicken stew canned dog food,12.7-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",81,"
                        $21.24",united states,Whole Earth Farms,stew
4.9,"
                        $9.50",,,adult,86450,,"cesar classics pate beef multipack dog food trays,3.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",27,"
                        $8.38",,Cesar,pate
4.8,"
                        $35.88",,blue life protection,adult,84997,"no corn no wheat no soy, grain-free","blue buffalo family favorite grain-free recipes backyard bbq canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",30,"
                        $28.99",united states,lue Buffalo,stew
4.5,"
                        $23.88",,,"adult, all stages",73959,"grain-free, no corn no wheat no soy","whole earth farms grain-free hearty turkey stew canned dog food,12.7-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",94,"
                        $21.24",united states,Whole Earth Farms,stew
4.5,"
                        $35.88",,wellness core,adult,52021,"grain-free, no corn no wheat no soy, gluten free","wellness core grain-free beef,venison & lamb formula canned dog food,12.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",93,"
                        $33.99",,Wellness,pate
4.7,"
                        $35.88",,,"adult, all stages",49199,"high-protein, grain-free, no corn no wheat no soy","wellness 95% turkey grain-free canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",77,"
                        $33.99",,Wellness,pate
4.8,"
                        $7.49",,purina,adult,100678,,"mighty dog hearty beef dinner,chicken & smoked bacon combo & lamb & rice variety pack canned dog food",wet food,"extra small & toy breeds, small breeds",16,"
                        $6.99",united states,Mighty Dog,minced
4.7,"
                        $23.88",9.4 pounds,,senior,86751,,"nutro senior hearty stews grandpa's country stew with chicken & turkey chunks in gravy canned dog food,12.5-oz,case of 12",wet food,"large breeds, giant breeds",23,"
                        $21.99",united states,Nutro,chunks in gravy
4.8,"
                        $21.60",,purina,adult,93786,"grain-free, no corn no wheat no soy","purina beyond turkey & green bean recipe in gravy grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",25,"
                        $17.64",united states,Purina Beyond,chunks in gravy
4.5,,,,"adult, all stages",132107,,goody box tiny but mighty (surprise small dog toy and treat selection),treats,"small breeds, extra small & toy breeds",10,"
                        $19.95",,Goody Box,
4.8,"
                        $21.99",,,adult,47675,,iams proactive health adult with lamb & rice pate canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",40,"
                        $15.71",,Iams,pate
4.7,,,"hill's, science diet",adult,87468,"prescription food, weight control","hill's prescription diet metabolic weight management vegetable & beef stew canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",32,"
                        $39.49",united states,Hill's Prescription Diet,stew
5,"
                        $36.41",7.875 pounds,,adult,128536,,"cesar classics in meaty juices variety pack dog food trays,3.5-oz,case of 36",wet food,"all breeds, small breeds, medium breeds, large breeds",9,"
                        $27.99",united states,Cesar,pate
4.5,"
                        $21.63",,,adult,47673,,iams proactive health adult with chicken & whole grain rice pate canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",25,"
                        $19.49",,Iams,pate
4.7,,4.95 pounds,nature's variety,"all stages, adult",120819,"no corn no wheat no soy, grain-free, gluten free",instinct by nature's variety grain-free chicken formula canned dog food,wet food,"small breeds, medium breeds, large breeds, all breeds",84,"
                        $19.38",united states,Instinct,pate
4.8,"
                        $27.48",,,"adult, all stages",47023,no corn no wheat no soy,"canidae life stages chicken & rice formula canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",64,"
                        $23.88",united states,CANIDAE,pate
4.6,,,purina,adult,67640,,"purina pro plan savor adult turkey & vegetables entree slices in gravy canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",30,"
                        $18.96",united states,Purina Pro Plan,chunks in gravy
4.6,"
                        $26.28",,nutro,adult,48402,,"nutro ultra large breed adult chunks in gravy canned dog food,12.5-oz,case of 12",wet food,"large breeds, giant breeds",15,"
                        $25.99",united states,Nutro Ultra,chunks in gravy
4.6,"
                        $23.88",,,"adult, all stages",87363,"no corn no wheat no soy, grain-free","whole earth farms grain-free hearty salmon stew canned dog food,12.7-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",53,"
                        $21.24",united states,Whole Earth Farms,stew
4.7,"
                        $35.88",,,"adult, all stages",47884,"no corn no wheat no soy, gluten free, grain-free","merrick classic grain-free venison holiday stew recipe canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",75,"
                        $31.44",united states,Merrick,chunks in gravy
4.9,"
                        $15.72",5.0 pounds,"purina, beneful",adult,100169,,"purina beneful prepared meals chicken stew with rice,carrots,peas & barley wet dog food,10-oz,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",13,"
                        $13.52",united states,Purina Beneful,stew
4.7,"
                        $33.36",5.3 pounds,,adult,86740,,"nutro adult petite eats signature beef & potato entree cuts in gravy dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",34,"
                        $30.02",united states,Nutro,stew
4.7,"
                        $23.88",9.4 pounds,,adult,86747,,"nutro adult kitchen classics slow cooked chicken,rice & oatmeal dinner canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",43,"
                        $21.49",united states,Nutro,pate
4.8,"
                        $26.99",,hill's,adult,94006,,"hill's science diet adult healthy cuisine braised beef,carrots & peas stew canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",12,"
                        $22.13",united states,Hill's Science Diet,stew
4.7,"
                        $33.48",,blue freedom,adult,75703,"grain-free, no corn no wheat no soy, gluten free","blue buffalo freedom grillers hearty beef dinner grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",30,"
                        $27.99",united states,lue Buffalo,chunks in gravy
4.7,"
                        $10.59",3.9375 pounds,,"all stages, adult",123264,,"pedigree chopped ground dinner variety pack with chicken,filet mignon & beef wet dog food,3.5-oz,case of 18",wet food,"all breeds, small breeds, medium breeds, large breeds",9,"
                        $8.94",united states,Pedigree,minced
5,"
                        $6.99",12 ounces,royal canin breed health nutrition,adult,99663,,"royal canin yorkshire terrier adult canned dog food,3-oz,pack of 4",wet food,"small breeds, extra small & toy breeds",35,"
                        $5.94",united states,Royal Canin,pate
4.8,"
                        $38.16",8.7 pounds,royal canin size health nutrition,adult,63386,,"royal canin beauty adult canned dog food,5.8-oz,case of 24",wet food,"extra small & toy breeds, small breeds",38,"
                        $34.48",united states,Royal Canin,pate
4.2,"
                        $15.09",5.0 pounds,"purina, beneful",adult,100171,,"purina beneful prepared meals roasted chicken recipe with pasta,carrots & spinach wet dog food,10-oz,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",16,"
                        $14.12",united states,Purina Beneful,stew
4.6,"
                        $20.49",,purina,adult,67576,,"purina pro plan savor adult chicken & vegetables entree slices in gravy canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",32,"
                        $18.96",united states,Purina Pro Plan,chunks in gravy
4.8,"
                        $19.31",9.9 pounds,purina,"adult, all stages",100064,,"alpo prime cuts with lamb & rice in gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",16,"
                        $8.49",united states,ALPO,chunks in gravy
4.6,,,"hill's, science diet",adult,89574,"weight control, prescription food","hill's prescription diet metabolic weight + mobility tuna & vegetable stew canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",30,"
                        $45.49",,Hill's Prescription Diet,stew
4.9,"
                        $18.00",,purina,adult,91789,,"purina one smartblend tender cuts in gravy lamb & brown rice entree adult canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",19,"
                        $15.24",united states,Purina ONE,chunks in gravy
4.8,"
                        $21.96",,purina,adult,67776,"sensitive digestion, grain-free","purina pro plan savor grain-free adult beef & peas entree canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",33,"
                        $19.99",united states,Purina Pro Plan,pate
4.7,"
                        $19.08",,nutro,senior,48382,,"nutro max senior chicken & rice dinner canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",53,"
                        $17.16",united states,Nutro Max,pate
4.5,"
                        $11.99",,,adult,76564,no corn no wheat no soy,natural balance duck & turkey formula dog food roll,wet food,"all breeds, small breeds, medium breeds, large breeds",133,"
                        $9.47",united states,Natural Balance,pate
4.6,"
                        $35.88",,blue wilderness,puppy,84152,"high-protein, grain-free, no corn no wheat no soy","blue buffalo wilderness rocky mountain recipe red meat dinner puppy grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",48,"
                        $27.00",united states,lue Buffalo,pate
4.9,,9.9 pounds,,"all stages, adult",114324,,"pedigree chopped ground dinner chicken & rice dinner canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",12,"
                        $10.68",united states,Pedigree,minced
4.8,"
                        $22.99",,hill's,adult,48975,weight control,"hill's science diet adult light with liver canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",42,"
                        $18.85",united states,Hill's Science Diet,minced
4.6,"
                        $9.44",,purina,adult,103726,,"purina one smartblend tender cuts in gravy entree variety pack adult canned dog food,13-oz,case of 6",wet food,"all breeds, small breeds, medium breeds, large breeds",27,"
                        $9.33",united states,Purina ONE,chunks in gravy
4.7,"
                        $24.99",,,"adult, all stages",55443,"gluten free, no corn no wheat no soy","rachael ray nutrish natural chicken muttballs with pasta natural wet dog food,8-oz tub,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",32,"
                        $14.64",,Rachael Ray Nutrish,chunks in gravy
4.3,"
                        $23.88",,,"adult, all stages",73953,"grain-free, no corn no wheat no soy","whole earth farms grain-free red meat recipe canned dog food,12.7-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",139,"
                        $21.24",united states,Whole Earth Farms,pate
4.6,"
                        $32.99",,hill's,senior,48955,,"hill's science diet adult 7+ small & toy breed chicken & barley entree canned dog food,5.8-oz,case of 24",wet food,"extra small & toy breeds, small breeds",25,"
                        $27.05",united states,Hill's Science Diet,minced
4.3,,,"hill's, science diet",adult,91075,prescription food,"hill's prescription diet k/d kidney care with lamb canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",59,"
                        $34.49",united states,Hill's Prescription Diet,pate
4.7,"
                        $35.88",,wellness core,adult,52029,"grain-free, weight control, gluten free, no corn no wheat no soy","wellness core grain-free weight management formula canned dog food,12.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",103,"
                        $33.99",,Wellness,pate
4.9,"
                        $18.61",,,adult,47679,,"iams proactive health adult chicken,spring vegetables and rice flavor chunks in gravy canned dog food",wet food,"all breeds, small breeds, medium breeds, large breeds",15,"
                        $13.76",,Iams,chunks in gravy
4.9,"
                        $25.59",,,"adult, all stages",63832,,"nature's recipe chicken recipe in broth wet dog food,2.75-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",37,"
                        $21.45",,Nature's Recipe,bits in broth
4.7,"
                        $19.08",,nutro,adult,60624,,"nutro max adult chicken,rice & turkey dinner canned dog food,12.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",33,"
                        $17.17",united states,Nutro Max,pate
4.5,"
                        $35.88",,,adult,47859,"no corn no wheat no soy, grain-free, gluten free","merrick grain-free 96% real beef canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",72,"
                        $31.44",united states,Merrick,pate
4.3,"
                        $17.49",,,"adult, all stages",55444,"gluten free, no corn no wheat no soy","rachael ray nutrish natural chicken paw pie natural wet dog food,8-oz tub,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",42,"
                        $14.64",,Rachael Ray Nutrish,chunks in gravy
4.7,"
                        $27.99",7.875 pounds,,adult,128539,,"cesar steak lover's variety pack dog food trays,3.5-oz,case of 36",wet food,"all breeds, small breeds, medium breeds, large breeds",6,"
                        $24.98",united states,Cesar,"pate, chunks in gravy"
4.6,"
                        $35.88",,,"adult, all stages",51416,"grain-free, no corn no wheat no soy, gluten free","canidae grain-free pure elements lamb,turkey & chicken formula canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",40,"
                        $22.36",united states,CANIDAE,pate
4.3,"
                        $31.99",,blue life protection,adult,46821,"no corn no wheat no soy, grain-free","blue buffalo blue's irish lamb stew grain free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",94,"
                        $28.99",united states,lue Buffalo,stew
4.9,"
                        $35.88",,blue life protection,adult,51804,"no corn no wheat no soy, grain-free","blue buffalo family favorite grain-free recipes sunday chicken dinner canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",31,"
                        $28.99",united states,lue Buffalo,stew
5,"
                        $23.88",9.4 pounds,,adult,86750,,"nutro adult hearty stews chunky chicken & turkey stew chunks in gravy canned dog food,12.5-oz,case of 12",wet food,"large breeds, giant breeds",22,"
                        $21.49",united states,Nutro,chunks in gravy
4.9,"
                        $18.99",5.25 pounds,,adult,128531,,"cesar savory delights variety pack dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",11,"
                        $16.80",united states,Cesar,pate
4.7,,,purina,adult,67579,,"purina pro plan savor adult lamb & vegetables entree slices in gravy canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",42,"
                        $18.96",united states,Purina Pro Plan,chunks in gravy
4.7,"
                        $31.08",,blue wilderness,adult,75743,"high-protein, grain-free, no corn no wheat no soy, weight control","blue buffalo wilderness healthy weight turkey & chicken grill grain-free adult canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",47,"
                        $25.99",united states,lue Buffalo,pate
3.6,,2.625 pounds,blue life protection,"adult, all stages",114269,no corn no wheat no soy,"blue buffalo divine delights pate variety pack filet mignon & porterhouse flavor dog food trays,3.5-oz,case of 12",wet food,"small breeds, extra small & toy breeds",8,"
                        $13.99",united states,lue Buffalo,pate
4.8,"
                        $31.80",10.125 pounds,royal canin size health nutrition,adult,99652,,"royal canin adult canned dog food,13.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",19,"
                        $27.44",united states,Royal Canin,pate
4.9,"
                        $17.03",,,adult,47674,,iams proactive health adult with beef & rice pate canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",16,"
                        $13.94",,Iams,pate
4.6,"
                        $17.52",,purina,adult,91513,,"purina one smartblend classic ground chicken & brown rice entree adult canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",39,"
                        $15.00",united states,Purina ONE,pate
4.7,"
                        $22.99",,hill's,adult,48969,,hill's science diet adult beef & barley entree canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",30,"
                        $18.85",united states,Hill's Science Diet,minced
4.3,,,"hill's, science diet",adult,69747,"prescription food, sensitive digestion, grain-free","hill's prescription diet d/d skin/food sensitivities duck formula canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",26,"
                        $41.49",united states,Hill's Prescription Diet,pate
4.6,"
                        $68.99",20.25 pounds,royal canin,adult,90673,"sensitive digestion, low-protein, prescription food","royal canin veterinary diet renal support d canned dog food,13.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",56,"
                        $65.49",united states,Royal Canin Veterinary Diet,chunks in gravy
4.8,"
                        $22.68",,purina,adult,67780,"sensitive digestion, grain-free","purina pro plan natural adult grain-free classic chicken & carrots entree canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",62,"
                        $19.99",united states,Purina Pro Plan,pate
4.5,"
                        $14.04",16.5 pounds,,"all stages, adult",114229,,"pedigree choice cuts in gravy with beef canned dog food,22-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",11,"
                        $13.20",united states,Pedigree,chunks in gravy
4.5,"
                        $29.88",,,adult,48016,vegetarian,"natural balance vegetarian formula canned dog food,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",101,"
                        $23.59",united states,Natural Balance,pate
4.6,"
                        $35.88",,,"adult, all stages",84868,"limited ingredient diet, sensitive digestion, grain-free, no corn no wheat no soy","natural balance l.i.d. limited ingredient diets buffalo & sweet potatoes formula grain-free canned dog food,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",61,"
                        $28.33",united states,Natural Balance,pate
4.6,"
                        $21.96",,purina,adult,67786,"sensitive digestion, grain-free","purina pro plan savor adult grain-free classic turkey & sweet potato entree canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",49,"
                        $19.99",united states,Purina Pro Plan,pate
4.9,"
                        $33.49",,purina,adult,65068,"high-protein, prescription food, weight control","purina pro plan veterinary diets om overweight management formula canned dog food,13.3-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",53,"
                        $32.99",united states,Purina Pro Plan Veterinary Diets,minced
4.4,"
                        $23.61",,,"adult, all stages",55410,"gluten free, no corn no wheat no soy","rachael ray nutrish natural hearty beef stew natural wet dog food,8-oz tub,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",41,"
                        $14.64",,Rachael Ray Nutrish,chunks in gravy
4.8,,,"hill's, science diet",adult,69783,"prescription food, weight control","hill's prescription diet r/d weight reduction original canned dog food,12.3-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",64,"
                        $32.99",united states,Hill's Prescription Diet,pate
4.5,"
                        $23.88",,,"adult, all stages",87359,"no corn no wheat no soy, grain-free","whole earth farms grain-free hearty lamb stew canned dog food,12.7-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",81,"
                        $21.24",united states,Whole Earth Farms,stew
4.8,"
                        $33.36",5.3 pounds,,adult,86754,,"nutro adult petite eats chef inspired chicken entree cuts in gravy dog food trays,3.5-oz,case of 24",wet food,"small breeds, extra small & toy breeds",49,"
                        $30.02",united states,Nutro,stew
4.5,"
                        $11.99",,,adult,76576,no corn no wheat no soy,natural balance beef formula dog food roll,wet food,"all breeds, small breeds, medium breeds, large breeds",152,"
                        $9.47",united states,Natural Balance,pate
4.7,"
                        $29.88",,,"adult, all stages",48010,,natural balance ultra premium chicken formula canned dog food,wet food,"small breeds, medium breeds, large breeds, all breeds",75,"
                        $23.59",united states,Natural Balance,pate
5,,2.625 pounds,blue life protection,"adult, all stages",114284,no corn no wheat no soy,"blue buffalo divine delights filet mignon flavor hearty gravy dog food trays,3.5-oz,case of 12",wet food,"small breeds, extra small & toy breeds",7,"
                        $13.99",united states,lue Buffalo,chunks in gravy
4.5,"
                        $22.69",,purina,adult,93784,"grain-free, no corn no wheat no soy","purina beyond chicken & sweet potato recipe in gravy grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",30,"
                        $17.78",united states,Purina Beyond,chunks in gravy
4.5,"
                        $10.99",,,"adult, all stages",60802,high-protein,redbarn naturals chicken recipe dog food roll,wet food,"all breeds, small breeds, medium breeds, large breeds",169,"
                        $9.89",united states,Redbarn,pate
4.5,"
                        $29.88",,,"adult, all stages",50604,"sensitive digestion, no corn no wheat no soy, limited ingredient diet","natural balance l.i.d. limited ingredient diets wild boar & brown rice formula canned dog food,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",89,"
                        $23.59",united states,Natural Balance,pate
5,"
                        $26.99",,hill's,adult,94002,,"hill's science diet adult healthy cuisine roasted chicken,carrots & spinach stew canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",21,"
                        $22.13",united states,Hill's Science Diet,stew
4.7,"
                        $23.88",9.4 pounds,,adult,86752,,"nutro adult hearty stews meaty lamb & rice stew chunks in gravy canned dog food,12.5-oz,case of 12",wet food,"large breeds, giant breeds",30,"
                        $21.49",united states,Nutro,chunks in gravy
4.8,"
                        $23.88",9.4 pounds,,senior,86709,,"nutro senior hearty stews grandma's farm stew with lamb & rice chunks in gravy canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",43,"
                        $21.49",united states,Nutro,chunks in gravy
4.6,"
                        $35.88",,,adult,60619,"no corn no wheat no soy, grain-free, gluten free","merrick grain-free 96% real beef,lamb + buffalo canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",69,"
                        $31.44",united states,Merrick,pate
4.7,"
                        $29.88",,blue life protection,adult,84158,"no corn no wheat no soy, weight control","blue buffalo homestyle recipe healthy weight chicken dinner with garden vegetables & brown rice canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",54,"
                        $23.99",united states,lue Buffalo,pate
4.7,"
                        $28.07",,,"all stages, adult",49076,grain-free,"taste of the wild wetlands grain-free canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",96,"
                        $27.48",united states,Taste of the Wild,chunks in gravy
4.4,"
                        $26.66",,,"all stages, adult",114185,,"pedigree choice cuts in gravy variety pack chicken & lamb canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",13,"
                        $10.99",united states,Pedigree,chunks in gravy
4.6,"
                        $25.99",,,"adult, all stages",63834,,"nature's recipe chicken & wild salmon recipe in broth wet dog food,2.75-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",34,"
                        $21.14",,Nature's Recipe,bits in broth
4.8,"
                        $15.09",5.0 pounds,"purina, beneful",adult,100177,,"purina beneful prepared meals savory rice & lamb stew with peas & carrots wet dog food,10-oz,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",23,"
                        $14.16",united states,Purina Beneful,stew
3.9,"
                        $19.33",,,adult,68362,sensitive digestion,"nature's recipe easy-to-digest lamb,rice & barley recipe cuts in gravy stew canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",21,"
                        $12.48",united states,Nature's Recipe,stew
4.4,"
                        $35.88",,,"adult, all stages",47873,"no corn no wheat no soy, gluten free, grain-free","merrick classic grain-free smothered comfort recipe canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",92,"
                        $31.44",united states,Merrick,chunks in gravy
4.8,"
                        $19.13",,,adult,47676,,"iams proactive health adult beef,rice,carrots & green beans flavor chunks in gravy canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",37,"
                        $17.24",,Iams,chunks in gravy
4.8,"
                        $18.99",,,adult,110539,,cesar gourmet filets multi-pack dog food trays,wet food,"all breeds, small breeds, medium breeds, large breeds",19,"
                        $16.80",united states,Cesar,bits in broth
4.8,"
                        $35.88",,,"adult, all stages",49200,"grain-free, no corn no wheat no soy","wellness beef stew with carrots & potatoes grain-free canned dog food,12.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",86,"
                        $33.99",,Wellness,stew
4.7,"
                        $22.99",,hill's,adult,52788,,"hill's science diet adult savory stew with chicken & vegetables canned dog food,12.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",30,"
                        $18.85",united states,Hill's Science Diet,stew
4.8,"
                        $47.88",,,"adult, all stages",55586,"gmo-free, grain-free",weruva paw lickin' chicken in gravy grain-free canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",120,"
                        $38.46",,Weruva,chunks in gravy
