,price,weight,product_list,maker,brand,rating,review_cnt,foodtexture,id,benefits
390,8.94,0.825,"pedigree chopped ground dinner variety pack with chicken,filet mignon & beef wet dog food",Pedigree,Pedigree,4.7,9,minced,123264," the best, healthy ingredients from the earth, mixed into a delicious daily meal , protein rich salmon, blueberries, flavorful rosemary, sage and thyme are just a few of the nutritious ingredients , cooked in america with the earth's best ingredients , no corn, wheat or soy , no ingredients from china "
391,5.94,0.825,"royal canin yorkshire terrier adult ,3-oz,pack of 4",Royal Canin,Royal Canin,5,35,pate,99663," a delicious combination of red new potatoes, carrots, red apples, zucchini and sugar peas , grain free formula has no corn, wheat, soy or gmos , deboned venison is the number one ingredient , locally sourced farm fresh ingredients to ensure the highest quality , ideal for both adult dogs and puppies "
392,34.48,0.825,royal canin beauty adult ,Royal Canin,Royal Canin,4.8,38,pate,63386," this meaty chunk, savory blend is full of real ingredients you can see, like chicken and veggies served with a touch of sauce , made to break apart easily, so even the tiniest pups and even senior dogs can enjoy this scrumptious meal without trouble , features a delicate taste and a delightful texture even the pickiest of dogs will love! , fortified with vitamins and minerals for overall wellness , it’s all packed into a convenient tub that you can use to store uneaten portions for tomorrow’s dinner "
393,14.12,0.825,"purina beneful prepared meals roasted chicken recipe with pasta,carrots & spinach wet dog food",Purina Beneful,Purina,4.2,16,stew,100171," made with real beef for a great taste even finicky dogs will enjoy, in easy-to-serve trays. , complete nutrition is crafted just for small dogs and rich with essential nutrients. , optimal levels of linoleic acid and zinc help support healthy skin and a shiny coat. , natural ingredients are carefully sourced from a trusted network of farmers and suppliers. , made in the usa with no chicken by-product meal, soy or artificial flavors or preservatives. "
394,18.96,9.75,purina pro plan savor adult chicken & vegetables entree slices in gravy ,Purina Pro Plan,Purina,4.6,32,chunks in gravy,67576," promotes healthy skin and a soft, shiny coat to keep your pet looking and feeling robust. , natural dog food offers complete nutrition that is rich in nutrients and full of flavor. , specially crafted to help support healthy digestion with whole grain oatmeal. , natural ingredients are carefully sourced from their trusted network of farmers and suppliers. , made in the usa with no chicken by-product meal, soy or artificial flavors or preservatives. "
395,8.49,0.825,"alpo prime cuts with lamb & rice in gravy ,13.2-oz,case of 12",ALPO,ALPO,4.8,16,chunks in gravy,100064," this recipe combines the delicious flavors of braised beef and tender vegetables in a succulent stew , made without artificial flavors or preservatives , key nutrients to promote ideal body weight , easy-to-digest, high-quality ingredients , good for adult dogs 1-6 years of age "
396,45.49,9.375,hill's prescription diet metabolic weight + mobility tuna & vegetable stew ,Hill's Prescription Diet,Hill's,4.6,30,stew,89574," wholesome natural ingredients like peas, carrots, and potatoes , chelated minerals boost the immune system and biotin keeps the skin and coat healthy , made without wheat, a common allergy trigger for dogs, great for dogs with sensitive digestive systems , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete , vitamin b12 boosts energy and improves gastrointestinal function "
397,15.24,9.75,purina one smartblend tender cuts in gravy lamb & brown rice entree adult ,Purina ONE,Purina,4.9,19,chunks in gravy,91789," variety pack features a hearty chopped texture with an irresistible choice of flavors. , balanced recipe provides complete nutrition and is highly digestible for easy nutrient absorption. , optimal levels of oil and minerals nourish the skin and coat for a luxurious shine. , soft texture adds flavor and variety to dog’s diets. serve it alone or mix it with kibble. , proudly made in the usa with the flavors dogs crave and the nutrition they need. "
398,19.99,9.75,purina pro plan savor grain-free adult beef & peas entree ,Purina Pro Plan,Purina,4.8,33,pate,67776," this complete and balanced wet food has been specifically formulated for purebred adult yorkshire terriers. it makes a great compliment to the yorkshire terrier adult dry formula. , it's a highly palatable loaf-style pate, great for picky eaters. , omega fatty acids and biotin work in harmony to maintain a long, naturally soft coat. , a combination of soluble and insoluble fiber helps to maintain digestion and the intestinal tract. , made in the usa! "
399,17.16,9.375,nutro max senior chicken & rice dinner ,Nutro Max,Nutro,4.7,53,pate,48382," royal canin wet formulas are designed around the unique needs of small dogs (up to 22 lb.) from puppyhood through maturity. , whether fed as a complement to dry kibble or as a complete meal, royal canin wet formulas help keep a small dog healthy from the inside out. , formulated to help maintain coat health and healthy skin. this product provides 100% complete and balanced, formulated with the optimal balance between proteins, fats and carbohydrates. , includes omega-6 fatty acids to support a healthy and shiny coat. , exclusive blend of four b vitamins and one amino acid to reinforce the skin barrier and keep the skin hydrated "
400,9.47,3.5,natural balance duck & turkey formula dog food roll,Natural Balance,Natural Balance,4.5,133,pate,76564," this meaty chunk, savory blend is full of real ingredients you can see, like chicken and veggies served with a touch of sauce , made to break apart easily, so even the tiniest pups and even senior dogs can enjoy this scrumptious meal without trouble , features a delicate taste and a delightful texture even the pickiest of dogs will love! , fortified with vitamins and minerals for overall wellness , it’s all packed into a convenient tub that you can use to store uneaten portions for tomorrow’s dinner "
401,27,9.375,blue buffalo wilderness rocky mountain recipe red meat dinner puppy grain-free ,Blue Buffalo,Blue Buffalo,4.6,48,pate,84152," 100% complete and balanced diet specifically formulated to support a healthy, active lifestyle for adult dogs , savory entrée packed with chicken and vegetables smothered in gravy provides the ultimate texture and taste your dog craves , powerful antioxidants support a strong immune system and optimal protein and fat levels help to promote an ideal body composition , omega-6 fatty acids are included to maintain healthy skin and a beautiful shiny coat , proudly manufactured in purina-owned u.s.a facilities and does not contain any added artificial colors, flavors, or preservatives "
402,10.68,0.825,pedigree chopped ground dinner chicken & rice dinner ,Pedigree,Pedigree,4.9,12,minced,114324," tender chunks of meat in gravy, every dog will love! , made with high-quality protein sources , contains 25% more protein than the leading canned competitor’s adult dog food , fortified with 23 vitamins and minerals for overall well-being , 100% complete and balanced for adult dogs "
403,18.85,9.75,hill's science diet adult light with liver ,Hill's Science Diet,Hill's,4.8,42,minced,48975," clinically proven nutrition to improve mobility in as little as 21 days and reduce body weight by 13% in 60 days , naturally works with your pet's unique metabolism to help your pet feel full and satisfied between meals , improves your dog's ability to run, walk and jump with a synergistic blend of ingredients , developed with high levels of omega-3 fatty acids , unique fiber blend from fruits and vegetables keeps your dog feeling his best "
404,9.33,4.875,purina one smartblend tender cuts in gravy entree variety pack adult ,Purina ONE,Purina,4.6,27,chunks in gravy,103726," real lamb and brown rice in a savory gravy provides a taste your dog will love! , formulated with select, high-quality, natural ingredients plus vitamins and minerals , includes two times the recommended antioxidant levels with zinc, selenium, and vitamins a and e , 100% nutritionally complete diet for adult dogs , highly palatable and easily digestible formula promotes a lifetime of good health for your furry friend "
405,14.64,4,rachael ray nutrish natural chicken muttballs with pasta natural wet dog food,Rachael Ray Nutrish,Rachael Ray Nutrish,4.7,32,chunks in gravy,55443," grain-free formula features three protein sources for maximum amino acid and nutrient absorption , having zero grains eliminates a common allergy trigger for dogs while prebiotic fiber makes it easier for sensitive stomachs to digest , 100% complete and balanced diet made with real beef and peas provides an exceptional taste dogs love , omega-6 fatty acids are included for healthy skin and a beautiful shiny coat , proudly manufactured in purina-owned u.s.a facilities and does not contain any added artificial colors, flavors, or preservatives "
406,21.24,9.525,whole earth farms grain-free red meat recipe ,Whole Earth Farms,Whole Earth Farms,4.3,139,pate,73953," real chicken and chicken liver are the first ingredients in this delicious, ground food. , high-quality, natural ingredients are processed in nutro’s own us facilities and can be traced back to their source. , added vitamins, minerals and trace nutrients deliver complete and balanced nutrition for your senior dog. , made with no ground corn, sorghum or rye, no by-product meals, and no artificial colors, flavors or preservatives. , can be served as a complete meal or as a tasty topper over dry kibble to add variety to her diet. "
407,27.05,8.7,hill's science diet adult 7+ small & toy breed chicken & barley entree ,Hill's Science Diet,Hill's,4.6,26,minced,48955," highly palatable and packed with protein and flavor dogs crave with no added bha, bht or ethoxyquin , simply grate, chop or crumple over food to entice the pickiest of eaters or cut into small pieces to enhance your pup’s focus for training , formulated without corn, soy, wheat, artificial flavors or colors , made with sweet potatoes to aid in good digestive health , added vitamins and minerals like vitamin a and vitamin b12 help support a healthy immune system "
408,34.49,9.75,hill's prescription diet k/d kidney care with lamb ,Hill's Prescription Diet,Hill's,4.3,59,pate,91075," inspired by the diet of the wolf and made with more of the meat dogs love , b12 supplement improves gastrointestinal function and chelated minerals improve immune system , b12 supplement improves gastrointestinal function and chelated minerals improve immune system , healthy complex carbohydrates , contains real beef as the first ingredient followed by antioxidant-rich fruits and vegetables "
409,33.99,9.375,wellness core grain-free weight management formula ,Wellness,Wellness,4.7,103,pate,52029," features a hearty chopped texture with an irresistible taste of chicken and rice. , balanced recipe provides complete nutrition and is highly digestible for easy nutrient absorption. , optimal levels of oil and minerals nourish the skin and coat for a luxurious shine. , soft texture adds flavor and variety to dog’s diets. serve it alone or mix it with kibble. , proudly made in the usa with the flavors dogs crave and the nutrition they need. "
411,21.45,4.125,nature's recipe chicken recipe in broth wet dog food,Nature's Recipe,Nature's Recipe,4.9,37,bits in broth,63832," formulated with 50% less fat, 12.5% fewer calories and high fiber to control hunger between meals and to help achieve ideal body weight , high-quality protein to maintain lean muscle and ideal body weight , reduced calories to help maintain a healthy weight and designed to support the nervous and immune systems , promotes healthy skin and a shiny coat with ingredients such as biotin and vitamin e , recommended for adult dogs 1-6 years of age that require fewer calories (i.e. dogs that are less active, neutered or otherwise prone to weight gain) "
412,17.17,9.375,"nutro max adult chicken,rice & turkey dinner ",Nutro Max,Nutro,4.7,33,pate,60624," made with recommended amounts of antioxidants and nutrients , includes zinc, selenium, and vitamins a and e , made with a delicious blend of real chunks of juicy chicken and beef in a savory gravy , tasty and complete nutrition for adult dogs that can be served by itself or on top of a favorite dry food blend to support a balanced diet , made in the usa "
413,31.44,9.9,merrick grain-free 96% real beef ,Merrick,Merrick,4.5,72,pate,47859," natural food with added vitamins and minerals providing your pup with complete and balanced nutrition. , made with real chicken, vegetable accents like carrots and spinach, and rice pasta. , there's no glutens, corn, wheat, or soy, so it's great for pet parents who are concerned with allergies, obesity, or digestibility. , there's no meat by-products or fillers, so you can be confident in feeding your loved one. , there also aren't artificial flavors, colors, or preservatives, just simple natural ingredients. "
414,14.64,4,rachael ray nutrish natural chicken paw pie natural wet dog food,Rachael Ray Nutrish,Rachael Ray Nutrish,4.3,42,chunks in gravy,55444," the best, healthy ingredients from the earth, mixed into a delicious daily meal , protein rich beef, carrots, and sweet potatoes are just a few of the nutritious ingredients , cooked in america with the earth's best ingredients , no corn, wheat or soy , no ingredients from china "
415,24.98,0.825,cesar steak lover's variety pack dog food trays,Cesar,Cesar,4.7,6,"pate, chunks in gravy",128539," precisely balanced nutrition to sustain mobility and muscle mass , this delicious formula contains high-quality lean proteins to sustain lean muscle , formulated with high-quality, lean protein to promote lean muscle and ideal body weight , promotes a healthy heart and vital organs with easy-to-digest, high-quality ingredients , recommended for adult dogs 7+ years of age "
416,22.36,9.75,"canidae grain-free pure elements lamb,turkey & chicken formula ",CANIDAE,CANIDAE,4.6,40,pate,51416," clinically tested nutrition especially formulated to support your dog's kidney health and improve and lengthen his quality of life , using targeted levels of high-quality protein and controlled levels of phosphorus and sodium, this recipe helps protect the kidneys and heart , designed to boost your dog’s vitality and energy all while supporting a healthy appetite , contains a lean muscle support complex and targeted levels of high quality protein for vitality and energy , protects vital kidney and heart function sustains a healthy body condition "
417,28.99,9.375,blue buffalo blue's irish lamb stew grain free ,Blue Buffalo,Blue Buffalo,4.3,94,stew,46821," grain-free pate, rich with delicious premium proteins including chicken, turkey &amp; pork , low in calories and contains more fiber to help your dog feel fuller longer , contains 5 high-quality protein sources , only premium, all natural ingredients with no wheat, corn, soy, meat by-products, artificial flavors, colors or preservatives , complete and balanced for everyday feeding "
418,26.16,9.375,blue buffalo family favorite grain-free recipes sunday chicken dinner ,Blue Buffalo,Blue Buffalo,4.9,32,stew,51804," suitable for adult dogs 1 year and older , chunks of delicious tender chicken &amp; vegetables simmered in gravy , our wholesome dog food is formulated with omega fatty acids to promote healthy skin and a soft coat , made with high-quality animal proteins plus vitamins and minerals , contains vitamin e to support a strong immune system "
419,21.49,0.825,nutro adult hearty stews chunky chicken & turkey stew chunks in gravy ,Nutro,Nutro,5,22,chunks in gravy,86750," highly palatable with a blend of ingredients in a savory broth , made with real animal protein and no animal by-product meals , added vitamins like vitamin a and vitamin b12 help support a healthy immune system , no artificial flavors or preservatives , a 100% complete and balanced diet for dogs of all breeds "
420,16.8,0.825,cesar savory delights variety pack dog food trays,Cesar,Cesar,4.9,12,pate,128531," real chicken is this first ingredient in this delicious, ground food, along with beef, beef liver, cod, chicken liver and turkey. , high-quality, natural ingredients are processed in nutro’s own us facilities and can be traced back to their source. , added vitamins, minerals and trace nutrients deliver complete and balanced nutrition for your adult dog. , made with no ground corn, sorghum or rye, no by-product meals, and no artificial colors, flavors or preservatives. , can be served as a complete meal or as a tasty topper over dry kibble to add variety to his diet. "
421,18.96,9.75,purina pro plan savor adult lamb & vegetables entree slices in gravy ,Purina Pro Plan,Purina,4.7,42,chunks in gravy,67579," grain and gluten-free recipe , first ingredient is 96% usda-inspected deboned beef , no artificial colors, flavors or preservatives , locally sourced farm fresh ingredients to ensure the highest quality , ideal for both adult dogs and puppies "
422,25.99,9.375,blue buffalo wilderness healthy weight turkey & chicken grill grain-free adult ,Blue Buffalo,Blue Buffalo,4.7,47,pate,75743," natural food with added vitamins and minerals providing your pup with complete and balanced nutrition. , made with real chicken, vegetable accents like sweet potatoes and green beans, and pineapple. , there's no glutens, corn, wheat, or soy, so it's great for pet parents who are concerned with allergies, obesity, or digestibility. , there's no meat by-products or fillers, so you can be confident in feeding your loved one. , there also aren't artificial flavors, colors, or preservatives, just simple natural ingredients. "
423,13.99,0.825,blue buffalo divine delights pate variety pack filet mignon & porterhouse flavor dog food trays,Blue Buffalo,Blue Buffalo,3.6,8,pate,114269," gourmet variety pack with filet mignon, porterhouse steak, prime rib, grilled steak and eggs, new york strip, and filet mignon with bacon and potato. , enhanced with essential vitamins and minerals for a complete, balanced diet. , perfect for small to large dogs as complete meals or tasty dry food toppers. , mouth-watering flavors and textures are irresistible even for the pickiest eaters. , convenient single-serve trays with easy peel-away freshness seals to make mealtime easy. "
424,27.44,0.825,royal canin adult ,Royal Canin,Royal Canin,4.8,19,pate,99652," fresh lamb is always the first ingredient, plus turkey and chicken for high quality protein. , made with limited ingredients for gentle digestion. , whole nutrition for all dogs, and especially great for sensitive dogs. , simmered in broth for an irresistible flavor and texture that dogs love. , made with uncompromising quality by the family-owned company without grain, corn, wheat or soy. "
426,15,9.75,purina one smartblend classic ground chicken & brown rice entree adult ,Purina ONE,Purina,4.6,39,pate,91513," vitamin b12 boosts energy , wholesome natural ingredients like peas, carrots and potatoes , chelated minerals boost the immune system and biotin keeps the skin and coat healthy , made without wheat, a common allergy trigger for dogs, great for dogs with sensitive digestive systems , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete "
427,18.85,9.75,hill's science diet adult beef & barley entree ,Hill's Science Diet,Hill's,4.7,30,minced,48969," wholesome natural ingredients like peas, carrots and potatoes , chelated minerals boost the immune system and biotin keeps the skin and coat healthy , made without wheat, a common allergy trigger for dogs, great for dogs with sensitive digestive systems , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete , vitamin b12 boosts energy  and improves gastrointestinal function "
428,41.49,9.75,hill's prescription diet d/d skin/food sensitivities duck formula ,Hill's Prescription Diet,Hill's,4.3,26,pate,69747," crafted for healthy skin and a soft, shiny coat to keep your pet looking and feeling robust. , natural sources of glucosamine and chondroitin support healthy joints and mobility. , this natural dog food offers complete nutrition, rich in nutrients and full of flavor. , natural ingredients are carefully sourced from a trusted network of farmers and suppliers. , made in the usa with no chicken by-product meal, soy or artificial flavors or preservatives. "
429,58.64,0.825,royal canin veterinary diet renal support d ,Royal Canin Veterinary Diet,Royal Canin,4.6,56,chunks in gravy,90673," gourmet wet food variety pack includes rotisserie chicken, filet mignon, angus beef, and ham and eggs. , enhanced with essential vitamins and minerals for a complete, balanced diet. , perfect for small to large dogs as complete meals or tasty dry food toppers. , mouth-watering flavors and textures are irresistible even for the pickiest eaters. , convenient single-serve trays with easy peel-away freshness seals to make mealtime easy. "
430,19.99,9.75,purina pro plan natural adult grain-free classic chicken & carrots entree ,Purina Pro Plan,Purina,4.8,62,pate,67780," 100% complete and balanced diet specifically formulated to support a healthy, active lifestyle for adult dogs , savory entrée packed with real lamb complimented with vegetables smothered in gravy provides the ultimate texture and taste your dog craves , powerful antioxidants support a strong immune system and optimal protein and fat levels help to promote an ideal body composition , vitamin a and omega-6 fatty acids are included to maintain healthy skin and a beautiful shiny coat , proudly manufactured in purina-owned u.s.a facilities and does not contain any added artificial colors, flavors, or preservatives "
431,13.2,0.825,pedigree choice cuts in gravy with beef ,Pedigree,Pedigree,4.5,11,chunks in gravy,114229," real deboned chicken provides essential amino acids , helps support lean muscle development and provides energy for an active life , supports immune system health, healthy skin and coat and strong teeth and bones , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete , chelated minerals boost the immune system and biotin keeps the skin and coat healthy "
432,23.59,9.75,natural balance vegetarian formula ,Natural Balance,Natural Balance,4.5,101,pate,48016," specially prepared for small dogs with meaty chunks in a savory sauce in single-serving trays.  , real, deboned beef is the first ingredient with added vitamins and minerals. , inspired by a naturally wild diet, this protein-rich recipe caters to your dog’s inner carnivore. , made in the usa with only real ingredients and never any chicken or poultry by-product meals.  , completely free of corn, wheat or soy or artificial preservatives, colors or flavors. "
433,28.33,9.75,natural balance l.i.d. limited ingredient diets buffalo & sweet potatoes formula grain-free ,Natural Balance,Natural Balance,4.6,61,pate,84868," every nutrient included in this diet has a specific purpose that contributes to helping your dog maintain optimal health and wellness , contains a range of b vitamins, including biotin, niacin, riboflavin, along with minerals like zinc oxide and zinc proteinate for ultimate nutrition and health , formula can be given to small breed adult dogs (up to 22 lbs) over 10 months and to large breed adults (22+ lbs) over 15 months , vitamins, amino acids, and powerful antioxidants work together to nourish your dog’s skin and coat, as well as support healthy nervous system function , highly palatable loaf-style meal in sauce provides supreme taste and texture your adult dog will be begging for more! "
434,19.99,9.75,purina pro plan savor adult grain-free classic turkey & sweet potato entree ,Purina Pro Plan,Purina,4.6,50,pate,67786," pate-style dog food made from natural ingredients that are slow-cooked in real broth. , great when served on its own or as an irresistible topper to your dog’s kibble. , added vitamins and minerals offer complete and balanced nutrition for adult dogs. , omega fatty acids promote a healthy coat and skin, and vitamin e boosts immunity. , a customized mix of protein and carbs contribute to healthy energy levels. "
435,32.99,9.975,purina pro plan veterinary diets om overweight management formula ,Purina Pro Plan Veterinary Diets,Purina,4.9,53,minced,65068," made with chicken, brown rice and oat meal for a taste your dog will love! , formulated with select, high-quality, natural ingredients plus vitamins and minerals , includes two times the recommended antioxidant levels with zinc, selenium, and vitamins a and e , 100% nutritionally complete diet for adult dogs , highly palatable and easily digestible formula promotes a lifetime of good health for your furry friend "
436,14.64,4,rachael ray nutrish natural hearty beef stew natural wet dog food,Rachael Ray Nutrish,Rachael Ray Nutrish,4.4,41,chunks in gravy,55410," precisely balanced nutrition to maintain advanced fitness , this delicious formula contains high-quality protein for lean muscle maintenance , key nutrients to promote ideal body weight , easy-to-digest, high-quality ingredients , recommended for adult dogs 1-6 years of age "
437,32.99,9.225,hill's prescription diet r/d weight reduction original ,Hill's Prescription Diet,Hill's,4.8,64,pate,69783," highly digestible single intact animal protein source and single carbohydrate source to help avoid common food sensitivities , high levels of omega-6 and omega-3 fatty acids that help nourish the skin and coat , combination of clinically proven antioxidants helps maintain a healthy immune system and skin barrier function , four different novel protein sources to provide more choices in managing food sensitivity , helps improve digestion and stool quality with visible improvements in the skin and coat "
438,21.24,9.525,whole earth farms grain-free hearty lamb stew ,Whole Earth Farms,Whole Earth Farms,4.5,81,stew,87359," restricted phosphorus levels reduces risk of toxic build-up of phosphorus levels in blood and prevents development of secondary hyperparathyroidism , low protein levels assist in limiting the production of uremic toxin , unique formulation has an enhanced aromatic profile and has an enticing morsels in gravy texture to ensure exceptional palatability , formula maximizes energy density to help provide adequate calories for pets who have reduced food intake and reduces risk of weakness, depression and lethargy , intended for intermittent or supplemental feeding only "
439,30.02,0.825,nutro adult petite eats chef inspired chicken entree cuts in gravy dog food trays,Nutro,Nutro,4.8,49,stew,86754," grain-free formula loaded with lean chicken protein, minerals, fiber, and added carrageenan to boost the immune system and maintain optimal health , having zero grains eliminates a common allergy trigger for dogs while prebiotic fiber makes it easier for sensitive stomachs to digest , 100% complete and balanced diet made with real chicken complimented with nutrient-packed carrots provides an exceptional taste dogs love , omega-6 fatty acids are included for healthy skin and a beautiful shiny coat , proudly manufactured in purina-owned u.s.a facilities and does not contain any added artificial colors, flavors, or preservatives "
440,9.47,3.5,natural balance beef formula dog food roll,Natural Balance,Natural Balance,4.5,152,pate,76576," features hearty cuts of real meat in gravy for an irresistible taste of beef. , balanced recipe provides complete nutrition and is highly digestible for easy nutrient absorption. , optimal levels of oil and minerals nourish the skin and coat for a luxurious shine. , soft texture adds flavor and variety to dog’s diets. serve it alone or mix it with kibble. , proudly made in the usa with the flavors dogs crave and the nutrition they need. "
441,23.59,9.75,natural balance ultra premium chicken formula ,Natural Balance,Natural Balance,4.7,75,pate,48010," a complete and balanced vegan formula that’s perfect for all breeds and all sizes , this unique blend of food is highly digestible allowing for maximum nutrient absorption , made with added fruits and vegetables such as spinach, cranberries and peas , added vitamins like vitamin a and vitamin b12 help support a healthy immune system , yucca schidigera extract aids gastrointestinal system and reduces odor in stool "
442,13.99,0.825,blue buffalo divine delights filet mignon flavor hearty gravy dog food trays,Blue Buffalo,Blue Buffalo,5,7,chunks in gravy,114284," a complete and balanced formula for all breeds from puppies to adults , there are no grains and a limited number of ingredients, perfect for dogs with food allergies and sensitivities , this unique blend of food is highly digestible allowing for maximum nutrient absorption , added vitamins and minerals like vitamin a and vitamin b12 help support a healthy immune system , made with sweet potatoes to help aid in good digestive health "
443,17.78,9.375,purina beyond chicken & sweet potato recipe in gravy grain-free ,Purina Beyond,Purina,4.5,30,chunks in gravy,93784," grain-free wet food is nutritionally balanced and perfect for everyday feeding, or it can also be used a yummy dry food topper , zero grains eliminates a common allergy trigger for dogs while the simple formula containing prebiotic fiber makes it easier for sensitive stomachs to digest , carrageenan boosts immune system and protects your furry friend against canine colds , biotin as well as omega-6 fatty acids are included for healthy skin and a beautiful shiny coat , proudly manufactured in purina-owned u.s.a facilities and does not contain any added artificial colors, flavors, or preservatives "
444,9.89,4,redbarn naturals chicken recipe dog food roll,Redbarn,Redbarn,4.5,170,pate,60802," the association for pet obesity prevention estimates that over half of dogs in the us are overweight or obese. excessive weight can lead to diabetes, aggravate joint disease, and even shorten life span. , purina pro plan veterinary diets om has been specifically formulated to help your dog loose extra weight while maintaining muscle mass. , it's low in calories and fat which helps promote weight loss and it's also high in protein so that your pup keeps lean body mass. high fiber levels help to keep your dog full and satisfied. , this highly palatable food has been designed for dogs that suffer from obesity, constipation, fiber responsive colitis, hyperlipidemia, and diabetes. , made in the usa! "
445,23.59,9.75,natural balance l.i.d. limited ingredient diets wild boar & brown rice formula ,Natural Balance,Natural Balance,4.5,89,pate,50604," natural food with added vitamins and minerals providing your pup with complete and balanced nutrition. , made with real beef and vegetable accents like potatoes, carrots, and green peas. , there's no glutens, corn, wheat, or soy, so it's great for pet parents who are concerned with allergies, obesity, or digestibility. , there's no meat by-products or fillers, so you can be confident in feeding your loved one. , there also aren't artificial flavors, colors, or preservatives, just simple natural ingredients. "
446,22.13,9.375,"hill's science diet adult healthy cuisine roasted chicken,carrots & spinach stew ",Hill's Science Diet,Hill's,5,21,stew,94002," clinical nutrition especially formulated to reduce dogs' body fat in two months, while keeping him or her satisfied , helps metabolize fat and maintain lean muscle with an optimal blend of soluble and insoluble fiber , clinically proven to promote healthy triglyceride and cholesterol levels with therapeutic l-carnitine levels , unique combination of lysine, carnitine and soluble fiber modifies metabolism from fat storing to fat burning , high natural fiber levels satisfy pets while losing weight with a delicious taste "
447,21.49,0.825,nutro adult hearty stews meaty lamb & rice stew chunks in gravy ,Nutro,Nutro,4.7,31,chunks in gravy,86752," the best, healthy ingredients from the earth, mixed into a delicious daily meal , protein rich lamb, blueberries, flavorful rosemary, sage and thyme are just a few of the nutritious ingredients , cooked in america with the earth's best ingredients , no corn, wheat or soy , no ingredients from china "
448,21.49,0.825,nutro senior hearty stews grandma's farm stew with lamb & rice chunks in gravy ,Nutro,Nutro,4.8,43,chunks in gravy,86709," made with real chicken for a great taste even finicky dogs will enjoy, in easy-to-serve trays. , complete nutrition is crafted just for small dogs and rich with essential nutrients. , optimal levels of linoleic acid and zinc help support healthy skin and a shiny coat. , natural ingredients are carefully sourced from a trusted network of farmers and suppliers. , made in the usa with no chicken by-product meal, soy or artificial flavors or preservatives. "
449,31.44,9.9,"merrick grain-free 96% real beef,lamb + buffalo ",Merrick,Merrick,4.6,69,pate,60619," highly palatable and packed with protein and flavor dogs crave with no added bha, bht or ethoxyquin , simply grate, chop or crumple over food to entice the pickiest of eaters or cut into small pieces to enhance your pup’s focus for training , formulated without corn, soy, wheat, artificial flavors or colors , made with sweet potatoes to aid in good digestive health , added vitamins and minerals like vitamin a and vitamin b12 help support a healthy immune system "
450,23.99,9.375,blue buffalo homestyle recipe healthy weight chicken dinner with garden vegetables & brown rice ,Blue Buffalo,Blue Buffalo,4.7,54,pate,84158," a complete and balanced formula that’s perfect for all breeds and all ages, from puppies to adults , this unique blend of food is highly digestible allowing for maximum nutrient absorption , made with added vegetables such as dried kelp and carrots , added vitamins like vitamin a and vitamin b12 help support a healthy immune system , yucca schidigera extract aids gastrointestinal system and reduces odor in stool "
451,27.48,9.9,taste of the wild wetlands grain-free ,Taste of the Wild,Taste of the Wild,4.7,96,chunks in gravy,49076," specially prepared for small dogs with meaty chunks in a savory sauce in single-serving trays.  , real, deboned beef is the first ingredient with added vitamins and minerals. , inspired by a naturally wild diet, this protein-rich recipe caters to your dog’s inner carnivore. , made in the usa with only real ingredients and never any chicken or poultry by-product meals.  , completely free of corn, wheat or soy or artificial preservatives, colors or flavors. "
452,10.99,9.9,pedigree choice cuts in gravy variety pack chicken & lamb ,Pedigree,Pedigree,4.4,13,chunks in gravy,114185," this chucky style adult dog food is made with real chicken and accented with sweet potatoes. vitamins and minerals are added to make this a complete and balanced meal so your pup can live a long, healthy life. , there's no grains, glutens, corn, wheat or soy so it's a great option for pet parents that are concerned with allergies, obesity and digestibility. , quality protein like chicken is found in this formula and there's no poultry by-product meal, added artificial colors, flavors, or preservatives so you can feel confident about feeding your loved one. , hearty sweet potatoes are an easily digested source of fiber and full of beta carotene and vitamin c. , made in the usa! "
453,21.14,4.125,nature's recipe chicken & wild salmon recipe in broth wet dog food,Nature's Recipe,Nature's Recipe,4.6,34,bits in broth,63834," high-quality chicken is the very first ingredient in every roll and accounts for over 50% of the entire recipe. , single-meat protein and no corn, soy or beet pulp makes this savory food highly palatable and highly digestible; ideal for the dog with food sensitivities or allergies. , formulated with added vitamins and minerals to provide complete nutrition, as well as omega-3 fatty acids for healthy skin and coat. , highly versatile–can be served as a complete meal, shredded over dry kibble, cubed into training treats, or wrapped around a pill to help administer medication. , proudly made in the usa using the highest quality ingredients and suitable for all life stages. "
454,14.16,0.825,purina beneful prepared meals savory rice & lamb stew with peas & carrots wet dog food,Purina Beneful,Purina,4.8,23,stew,100177," a complete and balanced formula for all breeds from puppies to adults , there are no grains and a limited number of ingredients, perfect for dogs with food allergies and sensitivities , this unique blend of food is highly digestible allowing for maximum nutrient absorption , added vitamins and minerals like vitamin a and vitamin b12 help support a healthy immune system , made with sweet potatoes to help aid in good digestive health "
455,12.48,9.9,"nature's recipe easy-to-digest lamb,rice & barley recipe cuts in gravy stew ",Nature's Recipe,Nature's Recipe,3.9,21,stew,68362," this recipe combines the delicious flavors of roasted chicken and tender vegetables in a succulent stew , made without artificial flavors or preservatives , key nutrients to promote ideal body weight , easy-to-digest, high-quality ingredients , good for adult dogs 1-6 years of age "
